#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
86.5%	865000	-15253.978459250924	297.1638889270087	1.23e+03
86.6%	866000	-15324.676862878048	303.4287880495022	1.23e+03
86.7%	867000	-15473.50917917239	304.26223803328406	1.23e+03
86.8%	868000	-15397.624409893062	308.05691617218946	1.23e+03
86.9%	869000	-15294.820887146758	299.480222040876	1.23e+03
87.0%	870000	-15310.659959000826	319.26362256321875	1.23e+03
87.1%	871000	-15189.35757503289	311.0942451369361	1.23e+03
87.2%	872000	-15130.58985016017	305.9423697757314	1.23e+03
87.3%	873000	-15232.490376404188	293.52733859570486	1.23e+03
87.4%	874000	-15168.962205621821	290.6190701111593	1.23e+03
87.5%	875000	-15258.79840480179	290.5012987049954	1.23e+03
87.6%	876000	-15248.527107370406	295.9190777115424	1.23e+03
87.7%	877000	-15248.22759116735	296.96786419273917	1.23e+03
87.8%	878000	-15109.799314136384	308.86090665906323	1.23e+03
87.9%	879000	-15324.263576008329	294.3561952064371	1.23e+03
88.0%	880000	-15097.695868830531	298.15367385016634	1.23e+03
88.1%	881000	-15366.047632292168	307.8951945609948	1.23e+03
88.2%	882000	-15381.852777464046	312.3542582748649	1.23e+03
88.3%	883000	-15272.840177435668	317.72779979983767	1.23e+03
88.4%	884000	-15106.439266254718	310.5257517387561	1.23e+03
88.5%	885000	-15121.73110400948	326.67603239597787	1.23e+03
88.6%	886000	-15212.193475350927	306.6727948973375	1.23e+03
88.7%	887000	-15211.57055091257	305.0135077777809	1.23e+03
88.8%	888000	-15213.1392952299	297.96468699001696	1.23e+03
88.9%	889000	-15299.637575382905	310.44339759019516	1.23e+03
89.0%	890000	-15326.203367535774	300.184514536814	1.23e+03
89.1%	891000	-15236.54109397316	285.7366133577343	1.23e+03
89.2%	892000	-15240.665811711464	289.3398695168906	1.23e+03
89.3%	893000	-15140.306081241382	304.7382168036665	1.23e+03
89.4%	894000	-15190.776361088254	297.53204818903146	1.23e+03
89.5%	895000	-15317.11559258042	310.1832771422399	1.23e+03
89.6%	896000	-15215.94246436291	302.2422131211661	1.23e+03
89.7%	897000	-15297.768257472562	309.57712006351716	1.23e+03
89.8%	898000	-15148.49583019055	299.1399500224877	1.23e+03
89.9%	899000	-15134.28258105013	300.78429975673555	1.23e+03
90.0%	900000	-15261.6338336294	305.84014230124825	1.23e+03
90.1%	901000	-15163.617156156615	289.3936453392653	1.23e+03
90.2%	902000	-15239.129973380586	305.35282290412084	1.23e+03
90.3%	903000	-15343.537297331932	280.68234369367735	1.23e+03
90.4%	904000	-15235.107833234782	312.5492127147693	1.23e+03
90.5%	905000	-15375.962775652137	298.5026848345327	1.23e+03
90.6%	906000	-15422.962499071808	301.8925722759032	1.23e+03
90.7%	907000	-15275.991602091759	288.56664835053147	1.23e+03
90.8%	908000	-15199.71280205471	284.3507028895991	1.23e+03
90.9%	909000	-15221.08590800767	308.2855065567954	1.23e+03
91.0%	910000	-15163.07210326651	301.53735069363154	1.23e+03
91.1%	911000	-15344.434671313793	289.6621228326765	1.23e+03
91.2%	912000	-15187.57191434523	303.3093219596842	1.23e+03
91.3%	913000	-15311.098441105649	299.75364337494096	1.23e+03
91.4%	914000	-15340.494737942732	273.6116686937447	1.23e+03
91.5%	915000	-15391.266330459708	299.87452179158754	1.23e+03
91.6%	916000	-15293.188081187669	289.0712033994242	1.23e+03
91.7%	917000	-14972.25880717142	296.6807886389112	1.23e+03
91.8%	918000	-15051.82655641166	293.3166318484066	1.23e+03
91.9%	919000	-15292.564882581297	315.07115501084843	1.23e+03
92.0%	920000	-15120.647193021257	317.6427984157899	1.23e+03
92.1%	921000	-15163.290873685015	302.1098958996318	1.23e+03
92.2%	922000	-15176.49017900652	312.55934761977545	1.23e+03
92.3%	923000	-15159.531663468057	310.15152134765407	1.23e+03
92.4%	924000	-15254.142157987924	303.7399765266648	1.23e+03
92.5%	925000	-15084.160752382551	313.32836098377896	1.23e+03
92.6%	926000	-15265.589433657027	311.0604151630745	1.23e+03
92.7%	927000	-15305.180344934299	275.8314511168495	1.23e+03
92.8%	928000	-15201.514366412113	280.20574255516806	1.23e+03
92.9%	929000	-15194.18331742996	281.633085298876	1.23e+03
93.0%	930000	-15124.485604348127	287.03617647806664	1.23e+03
93.1%	931000	-15173.326022103887	292.7461586009208	1.23e+03
93.2%	932000	-15183.194943987008	307.2367308589311	1.22e+03
93.3%	933000	-15260.435217116203	301.0056943998205	1.22e+03
93.4%	934000	-15384.518619793656	295.60372947119777	1.22e+03
93.5%	935000	-15144.328274316045	310.3713127685905	1.22e+03
93.6%	936000	-15269.881996170887	305.7029164601552	1.22e+03
93.7%	937000	-15355.89155072043	291.95937977197684	1.22e+03
93.8%	938000	-15344.937239400286	298.32505947534327	1.22e+03
93.9%	939000	-15292.494928586893	300.4103020264179	1.22e+03
94.0%	940000	-15127.333474076484	281.6290982418993	1.22e+03
94.1%	941000	-15233.573238613717	295.0078360205664	1.22e+03
94.2%	942000	-15236.191835107616	298.94136676902605	1.22e+03
94.3%	943000	-15349.259353015746	309.81316890061316	1.22e+03
94.4%	944000	-15183.208022494633	289.222415650983	1.22e+03
94.5%	945000	-15382.924866402609	282.9087942670878	1.22e+03
94.6%	946000	-15249.16674478697	319.278432864395	1.22e+03
94.7%	947000	-15432.919698228063	308.22900617335904	1.22e+03
94.8%	948000	-15293.593002615089	303.3953666159508	1.22e+03
94.9%	949000	-15189.185653010994	311.00342484360755	1.22e+03
95.0%	950000	-15316.432982853243	285.0750043992507	1.22e+03
95.1%	951000	-15468.455526343889	289.18665968249724	1.22e+03
95.2%	952000	-15289.843344580171	306.7934112968087	1.22e+03
95.3%	953000	-15138.923404230438	293.6391456479535	1.22e+03
95.4%	954000	-15360.306618881354	303.305430171689	1.22e+03
95.5%	955000	-15224.43829853063	295.1740951854272	1.22e+03
95.6%	956000	-15401.546411929055	302.386256955682	1.22e+03
95.7%	957000	-15263.334392262368	291.1449898647989	1.22e+03
95.8%	958000	-15081.298883727592	296.4823469143005	1.22e+03
95.9%	959000	-15177.707403003536	301.6209333871032	1.22e+03
96.0%	960000	-15305.954163176408	315.75949123679925	1.22e+03
96.1%	961000	-15282.13539833414	294.1115397019815	1.22e+03
96.2%	962000	-15231.002303746624	312.92308564145367	1.22e+03
96.3%	963000	-15176.4410777156	276.9978196097613	1.22e+03
96.4%	964000	-15337.224734627103	288.32719411978826	1.22e+03
96.5%	965000	-15332.832430153081	328.18837328583544	1.22e+03
96.6%	966000	-15314.644538729961	301.3479913087775	1.22e+03
96.7%	967000	-15199.32280107095	297.58903554845193	1.22e+03
96.8%	968000	-15360.226085294235	307.75436507113415	1.22e+03
96.9%	969000	-15472.800531235065	300.48300047239354	1.22e+03
97.0%	970000	-15400.272508507907	289.47830437664123	1.22e+03
97.1%	971000	-15173.671091099284	301.87032414264445	1.22e+03
97.2%	972000	-15266.619678343188	319.320853806234	1.22e+03
97.3%	973000	-15233.643529161644	285.75925354933287	1.22e+03
97.4%	974000	-15188.256839107584	298.13154618195057	1.22e+03
97.5%	975000	-15032.927013352033	305.05526392892773	1.22e+03
97.6%	976000	-15105.460624948966	300.1604274590601	1.22e+03
97.7%	977000	-15177.597223866876	299.7855719019738	1.22e+03
97.8%	978000	-15351.555539089713	298.28646281749076	1.22e+03
97.9%	979000	-15416.754303628382	297.6605682183156	1.22e+03
98.0%	980000	-15366.335187372235	291.8348640066419	1.22e+03
98.1%	981000	-15357.27686653794	304.3932259068111	1.22e+03
98.2%	982000	-15416.398319331922	273.6620981091467	1.22e+03
98.3%	983000	-15374.907345054387	289.79830235440767	1.22e+03
98.4%	984000	-15171.799788684119	292.9681926134404	1.22e+03
98.5%	985000	-15202.81680747537	313.0646978585722	1.22e+03
98.6%	986000	-15038.614775515292	305.3595409390073	1.22e+03
98.7%	987000	-15197.397202028427	312.1511112841217	1.22e+03
98.8%	988000	-15208.551125304853	287.0819631396033	1.22e+03
98.9%	989000	-15274.932359640181	307.58948516025424	1.22e+03
99.0%	990000	-15070.300219772274	309.9425538651468	1.22e+03
99.1%	991000	-15470.939875464923	321.81668874119794	1.22e+03
99.2%	992000	-15293.460224538525	302.003948796554	1.22e+03
99.3%	993000	-15327.853848141545	310.6568052731001	1.22e+03
99.4%	994000	-15162.736656925059	297.4745545006224	1.22e+03
99.5%	995000	-15262.811163734135	306.4984158844147	1.22e+03
99.6%	996000	-15309.671282549076	318.6471764715493	1.22e+03
99.7%	997000	-15275.698887998427	302.68326852168065	1.22e+03
99.8%	998000	-15295.286306586546	313.09858750719974	1.22e+03
99.9%	999000	-15225.112751325076	319.487655450111	1.22e+03
100.0%	1000000	-15246.382954250636	302.3442097017472	1.22e+03
