#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
42.9%	429000	-15368.168699030422	289.736455407495	1.24e+03
43.0%	430000	-15289.809935295183	302.55620541521705	1.24e+03
43.1%	431000	-15425.119526024479	297.9617873551267	1.24e+03
43.2%	432000	-15303.240454081082	298.88997837470083	1.24e+03
43.3%	433000	-15223.67085847308	329.34059752470677	1.24e+03
43.4%	434000	-15251.60594631402	293.91673590420856	1.24e+03
43.5%	435000	-15254.630313743357	291.1372393902767	1.24e+03
43.6%	436000	-15409.94294351888	310.19424637006983	1.24e+03
43.7%	437000	-15362.477479979156	277.8060796689761	1.24e+03
43.8%	438000	-15010.783584309807	285.3092222653591	1.24e+03
43.9%	439000	-15217.071330799889	323.151975988587	1.24e+03
44.0%	440000	-15456.510975487712	308.9129160693765	1.24e+03
44.1%	441000	-15442.356236518026	302.5557182990359	1.24e+03
44.2%	442000	-15294.934769122985	292.5718144067894	1.24e+03
44.3%	443000	-15387.88127259745	310.0736289112392	1.24e+03
44.4%	444000	-15185.79763710063	295.75687555701114	1.24e+03
44.5%	445000	-15272.978965476315	296.31377277464543	1.24e+03
44.6%	446000	-15207.941952858324	311.8529171968171	1.24e+03
44.7%	447000	-15333.340993881495	305.86230162021957	1.24e+03
44.8%	448000	-15218.663248921635	310.34606736710583	1.24e+03
44.9%	449000	-15413.062176449836	314.5350475159292	1.24e+03
45.0%	450000	-15283.394182489443	297.3731889658572	1.24e+03
45.1%	451000	-15282.32394469824	301.39440118387296	1.24e+03
45.2%	452000	-15303.956175631574	309.27194537469455	1.24e+03
45.3%	453000	-15227.599668398027	309.5237492430752	1.24e+03
45.4%	454000	-15257.239722947925	291.1359543532546	1.24e+03
45.5%	455000	-15226.928509364086	307.5424833861008	1.24e+03
45.6%	456000	-15256.14671989694	304.5078282877068	1.24e+03
45.7%	457000	-15311.793028395594	307.72043793308853	1.24e+03
45.8%	458000	-15363.959070541634	306.984778981109	1.24e+03
45.9%	459000	-15009.094562213606	282.17645222008116	1.24e+03
46.0%	460000	-15372.444110210192	291.57659258734503	1.24e+03
46.1%	461000	-15094.036811625709	294.15115136240706	1.24e+03
46.2%	462000	-15411.503172522127	311.2058847381169	1.24e+03
46.3%	463000	-15008.716828537894	317.19190848906254	1.24e+03
46.4%	464000	-15028.999154891819	319.01620039736224	1.24e+03
46.5%	465000	-15117.298669413824	294.7293276667031	1.24e+03
46.6%	466000	-15353.661475652785	302.6127490296128	1.24e+03
46.7%	467000	-15293.242725686898	319.0134823799798	1.24e+03
46.8%	468000	-15243.056627452112	304.48519992308246	1.24e+03
46.9%	469000	-15342.59231706903	297.41900364377705	1.24e+03
47.0%	470000	-15214.157041698956	292.84364054208135	1.24e+03
47.1%	471000	-15275.031261836419	302.20029584050366	1.24e+03
47.2%	472000	-15244.663450341563	314.2799758598499	1.24e+03
47.3%	473000	-15140.833585097273	300.58329355448535	1.24e+03
47.4%	474000	-15104.587870572752	311.05083785363183	1.24e+03
47.5%	475000	-15373.329066294762	317.87495252954216	1.24e+03
47.6%	476000	-15304.880311139139	291.9901881549132	1.24e+03
47.7%	477000	-15241.225872026975	308.4412841462066	1.24e+03
47.8%	478000	-15013.720238025016	301.6284930792258	1.24e+03
47.9%	479000	-15237.44427881315	292.36004847062105	1.24e+03
48.0%	480000	-14875.391244682985	322.27421376184554	1.24e+03
48.1%	481000	-15167.701330774536	301.84492918025273	1.24e+03
48.2%	482000	-15187.594505354595	273.60053050943566	1.24e+03
48.3%	483000	-15214.676002565822	276.7361890226181	1.24e+03
48.4%	484000	-15190.091100210964	296.5101325999172	1.24e+03
48.5%	485000	-15306.357326776495	315.47261270791716	1.24e+03
48.6%	486000	-15192.807201009338	300.72244723027075	1.24e+03
48.7%	487000	-15180.740430838458	284.7668591189771	1.24e+03
48.8%	488000	-15284.987592401987	316.01268365542387	1.24e+03
48.9%	489000	-15161.339671241702	302.38298588145204	1.24e+03
49.0%	490000	-15335.755592720328	292.1355128171981	1.24e+03
49.1%	491000	-15203.939977242655	306.176276090431	1.24e+03
49.2%	492000	-15255.848889971458	281.65506742686176	1.24e+03
49.3%	493000	-15297.758801028678	291.0912300179146	1.24e+03
49.4%	494000	-15293.647244004715	302.9449642177874	1.24e+03
49.5%	495000	-15145.211577470778	310.3537843900304	1.24e+03
49.6%	496000	-15300.37341751258	295.54236818488675	1.24e+03
49.7%	497000	-15261.592987490258	311.91662841307897	1.24e+03
49.8%	498000	-15267.181009814703	292.9509389488964	1.24e+03
49.9%	499000	-15252.073469477298	294.7137597795957	1.24e+03
50.0%	500000	-15147.759901601057	302.6170376389429	1.24e+03
50.1%	501000	-15403.38630019292	306.81194619939794	1.24e+03
50.2%	502000	-15188.056547849868	294.0809525054637	1.24e+03
50.3%	503000	-15257.925873461405	287.4704445349941	1.24e+03
50.4%	504000	-15129.892262614529	284.70297768286457	1.24e+03
50.5%	505000	-15206.511675955531	287.2916667562949	1.24e+03
50.6%	506000	-15388.434452476897	291.736473769009	1.24e+03
50.7%	507000	-15186.762214198847	307.81483682248006	1.24e+03
50.8%	508000	-15234.934396946468	300.1594840094664	1.24e+03
50.9%	509000	-15255.015272235323	274.2757635157875	1.24e+03
51.0%	510000	-15218.166427656855	288.9559722006108	1.24e+03
51.1%	511000	-15273.151600295816	309.36390346094885	1.24e+03
51.2%	512000	-15281.942753829419	319.98803294394406	1.24e+03
51.3%	513000	-15584.374113475867	287.0424238812574	1.24e+03
51.4%	514000	-15393.532009763643	311.4678287851647	1.24e+03
51.5%	515000	-15258.52056224896	286.0241042384267	1.24e+03
51.6%	516000	-15215.178278683205	310.9259598505328	1.24e+03
51.7%	517000	-15172.212333877702	295.8567179757533	1.24e+03
51.8%	518000	-15200.292017041662	280.2079835912359	1.25e+03
51.9%	519000	-15267.695626362925	301.9661110928252	1.25e+03
52.0%	520000	-15350.828610901597	292.45903746714276	1.25e+03
52.1%	521000	-15074.20323784084	301.7509998515386	1.25e+03
52.2%	522000	-15173.599101932174	302.20026490838507	1.25e+03
52.3%	523000	-15283.705531127198	317.6974498543591	1.25e+03
52.4%	524000	-15353.01254209457	289.60118296954977	1.25e+03
52.5%	525000	-15095.46741755138	291.0281237081641	1.25e+03
52.6%	526000	-15305.94829657842	301.2200595939743	1.25e+03
52.7%	527000	-15243.434132327573	303.39676297124794	1.25e+03
52.8%	528000	-15176.642721404627	301.57281691004255	1.25e+03
52.9%	529000	-15240.22263485712	298.98113527693704	1.25e+03
53.0%	530000	-15170.760779676311	281.302064308751	1.25e+03
53.1%	531000	-15323.281516470444	291.54722219837544	1.25e+03
53.2%	532000	-15290.577133287014	292.37479322437275	1.25e+03
53.3%	533000	-15353.59091656009	311.32310762157306	1.25e+03
53.4%	534000	-15270.921519745934	286.225129163303	1.25e+03
53.5%	535000	-15343.291556364697	313.19434025721773	1.25e+03
53.6%	536000	-15228.773686196611	297.594859427246	1.25e+03
53.7%	537000	-15337.921778425334	300.36743688395	1.25e+03
53.8%	538000	-15334.18450021682	310.25309521916057	1.25e+03
53.9%	539000	-15182.463803792336	322.997072923504	1.25e+03
54.0%	540000	-15363.365731433187	292.9098720495041	1.25e+03
54.1%	541000	-15309.064103003824	302.59815335850016	1.25e+03
54.2%	542000	-15453.638860035171	302.03866960826883	1.25e+03
54.3%	543000	-15260.21153565785	298.99521919714	1.25e+03
54.4%	544000	-15411.400854036438	324.92682289814593	1.25e+03
54.5%	545000	-15086.135650624128	305.7612298185443	1.25e+03
54.6%	546000	-15398.388917250166	307.137014560149	1.25e+03
54.7%	547000	-15432.033782463652	293.7496829141495	1.25e+03
54.8%	548000	-15151.850890184156	287.73092467835255	1.25e+03
54.9%	549000	-15211.847249924904	310.5566090401485	1.25e+03
55.0%	550000	-15135.086709254	318.2512795940647	1.25e+03
55.1%	551000	-15417.215752820011	313.6818254489811	1.25e+03
55.2%	552000	-15477.640210226447	288.13182895547794	1.25e+03
55.3%	553000	-15382.35387689322	309.3568401284969	1.25e+03
55.4%	554000	-15283.544619840992	288.31695395490834	1.25e+03
55.5%	555000	-15101.795087233797	310.1216091200346	1.25e+03
55.6%	556000	-15145.55017469851	281.76603274959655	1.25e+03
55.7%	557000	-15052.57976143583	290.9967952032465	1.25e+03
55.8%	558000	-15056.93914221644	300.16079575075804	1.25e+03
55.9%	559000	-15069.06822727243	303.1852843687189	1.25e+03
56.0%	560000	-15342.75961365566	308.93980778624183	1.25e+03
56.1%	561000	-15283.610880285414	299.7750706007084	1.25e+03
56.2%	562000	-15502.197995835566	284.85989368228655	1.25e+03
56.3%	563000	-15323.077324127451	298.2635216972522	1.25e+03
56.4%	564000	-15185.671667614726	300.99120065806613	1.25e+03
56.5%	565000	-15127.438257914735	297.837810572417	1.25e+03
56.6%	566000	-15373.078902774949	298.77079895102435	1.25e+03
56.7%	567000	-15355.889161189472	290.2681451788365	1.25e+03
56.8%	568000	-15229.547519867258	296.6742755729133	1.25e+03
56.9%	569000	-15217.114826777499	294.53633598900774	1.25e+03
57.0%	570000	-15180.625706879473	311.02792684005635	1.25e+03
57.1%	571000	-15160.463517842618	292.51446701531114	1.25e+03
57.2%	572000	-15249.037083864547	320.52559063251596	1.25e+03
57.3%	573000	-15268.55045374608	290.8042975353594	1.25e+03
57.4%	574000	-15435.14804974055	315.6227790134887	1.25e+03
57.5%	575000	-15295.009120613213	302.4626651944847	1.25e+03
57.6%	576000	-15143.635192601483	291.1170579807525	1.25e+03
57.7%	577000	-15186.754745633043	295.8619436201625	1.25e+03
57.8%	578000	-15241.041787453381	293.63942037424584	1.25e+03
57.9%	579000	-15214.710793734805	298.1026122335214	1.25e+03
58.0%	580000	-15129.729927941175	300.22123663187546	1.25e+03
58.1%	581000	-15287.672719962327	311.6095199231988	1.25e+03
58.2%	582000	-15209.582285294207	305.7524884154983	1.25e+03
58.3%	583000	-15326.269601587846	310.4205381778152	1.25e+03
58.4%	584000	-14978.979404350706	294.29470219235657	1.25e+03
58.5%	585000	-15216.603737204052	306.66563308600917	1.25e+03
58.6%	586000	-15183.33561930732	322.2315366621236	1.25e+03
58.7%	587000	-15028.73004060128	310.4217253975384	1.25e+03
58.8%	588000	-15236.918141777147	290.64501799343395	1.25e+03
58.9%	589000	-15354.93283649235	299.7039265131966	1.25e+03
59.0%	590000	-15243.81141446544	297.80336021882965	1.25e+03
59.1%	591000	-15272.857478246398	308.36535003007873	1.25e+03
59.2%	592000	-15244.290138690347	302.31572291842434	1.25e+03
59.3%	593000	-15111.55622985692	306.81598907230756	1.25e+03
59.4%	594000	-15300.229144218516	308.242742849582	1.25e+03
59.5%	595000	-15119.484216923986	297.92791306258005	1.25e+03
59.6%	596000	-15383.89653495817	320.1358429020266	1.25e+03
59.7%	597000	-15227.227757193701	282.5405759693941	1.25e+03
59.8%	598000	-15232.227502832	284.8849004806657	1.25e+03
59.9%	599000	-15145.764433827768	296.1983056483111	1.25e+03
60.0%	600000	-15183.261948599386	298.6957055916027	1.25e+03
60.1%	601000	-15310.820621809034	293.9836921021404	1.25e+03
60.2%	602000	-15395.559325992566	310.73221944870375	1.25e+03
60.3%	603000	-15162.940300119553	305.62441495065246	1.25e+03
60.4%	604000	-15207.787975072191	300.9178078362882	1.25e+03
60.5%	605000	-15183.293731483092	307.5473815412934	1.25e+03
60.6%	606000	-15141.396270764548	306.48535896572747	1.25e+03
60.7%	607000	-15256.54829691699	313.43273932172934	1.25e+03
60.8%	608000	-15224.990777529049	290.05884951355495	1.25e+03
60.9%	609000	-15275.820779729467	297.3755593546984	1.25e+03
61.0%	610000	-15144.522623341785	308.11081388336993	1.25e+03
61.1%	611000	-15361.677031007559	302.1207435354305	1.25e+03
61.2%	612000	-15449.652803220793	295.5997004986442	1.25e+03
61.3%	613000	-15208.550474193944	297.48340015906285	1.25e+03
61.4%	614000	-14986.074678929152	300.16395573142773	1.25e+03
61.5%	615000	-15047.222005924144	312.77607315957675	1.25e+03
61.6%	616000	-15045.086305002791	298.7925488646044	1.25e+03
61.7%	617000	-15238.330487193241	286.1138695739304	1.25e+03
61.8%	618000	-15018.001344156888	299.1558833235489	1.25e+03
61.9%	619000	-15188.660658939349	308.0797373006409	1.25e+03
62.0%	620000	-15117.046771763715	299.934113102108	1.25e+03
62.1%	621000	-15264.724731919036	317.51097975908783	1.25e+03
62.2%	622000	-15368.082309371668	284.768575791776	1.25e+03
62.3%	623000	-15334.468153941176	304.9791250481052	1.25e+03
62.4%	624000	-15267.294055631392	308.545592975839	1.25e+03
62.5%	625000	-15431.315396075988	296.77565734540275	1.25e+03
62.6%	626000	-15325.392545749404	282.9860994381024	1.25e+03
62.7%	627000	-15320.238571891976	295.564631277861	1.25e+03
62.8%	628000	-15235.563344019909	309.2417818437874	1.25e+03
62.9%	629000	-15311.408011843458	282.2717684205246	1.25e+03
63.0%	630000	-15364.24429935732	297.87901859968224	1.25e+03
63.1%	631000	-15225.937922674733	297.36389617834027	1.25e+03
63.2%	632000	-15329.913244147945	299.91254289223707	1.25e+03
63.3%	633000	-15219.80496231604	317.9985584053341	1.25e+03
63.4%	634000	-15433.237880268884	300.9012794786481	1.25e+03
63.5%	635000	-15159.368689430943	303.68777437409875	1.25e+03
63.6%	636000	-15228.320559955617	289.69076172718525	1.25e+03
63.7%	637000	-15251.69759494203	296.8336436436835	1.25e+03
63.8%	638000	-15253.366366502174	295.90694292821115	1.25e+03
63.9%	639000	-15359.106097940909	320.84399544839823	1.25e+03
64.0%	640000	-15326.363939770257	300.39242015123466	1.25e+03
64.1%	641000	-15165.98275236172	307.5778766181786	1.25e+03
64.2%	642000	-15290.19865405187	295.4536862773789	1.25e+03
64.3%	643000	-15389.723734655548	307.13367943675087	1.25e+03
64.4%	644000	-15338.358854163693	298.5422376563623	1.25e+03
64.5%	645000	-15395.693295622536	303.18341469706155	1.25e+03
64.6%	646000	-15218.216489515973	299.17064808567176	1.25e+03
64.7%	647000	-15261.34220459716	306.29149904703786	1.25e+03
64.8%	648000	-15331.425290399282	298.53176457961456	1.25e+03
64.9%	649000	-15395.767714127884	309.2376505631982	1.25e+03
65.0%	650000	-15451.19815761553	306.423935999542	1.25e+03
65.1%	651000	-15378.881776648028	281.62261350514916	1.25e+03
65.2%	652000	-15425.542377594189	290.37891196772745	1.25e+03
65.3%	653000	-15349.964023139808	304.8014950959368	1.25e+03
65.4%	654000	-15098.142079151905	300.17574283584133	1.25e+03
65.5%	655000	-15272.849053819817	304.92089653610003	1.25e+03
65.6%	656000	-15169.627530659935	300.9764626391483	1.25e+03
65.7%	657000	-15004.827768652496	292.4047496386161	1.25e+03
65.8%	658000	-14983.913483351513	299.110978320518	1.25e+03
65.9%	659000	-15073.52484168725	283.8109297203394	1.25e+03
66.0%	660000	-15248.202622849269	313.81092462153447	1.25e+03
66.1%	661000	-15179.387626712647	294.4113511723538	1.25e+03
66.2%	662000	-15142.22924200011	303.607541518178	1.25e+03
66.3%	663000	-15214.117173068771	299.0404474768474	1.25e+03
66.4%	664000	-15270.61187159959	291.7373809578338	1.25e+03
66.5%	665000	-15242.08470743637	307.08015631785463	1.24e+03
66.6%	666000	-15178.28733939524	314.4536455049296	1.24e+03
66.7%	667000	-15147.804921786628	291.85730628924506	1.24e+03
66.8%	668000	-15182.522198490646	307.79857769351923	1.24e+03
66.9%	669000	-15302.10255272859	289.47573959805027	1.24e+03
67.0%	670000	-15560.190135674267	290.79235478733904	1.24e+03
67.1%	671000	-15118.733853330072	288.40611549258335	1.24e+03
67.2%	672000	-15027.192526749779	289.76838714836356	1.24e+03
67.3%	673000	-15342.105583507597	288.32618818930825	1.24e+03
67.4%	674000	-15280.57073461837	306.07738471240805	1.24e+03
67.5%	675000	-15251.183002131133	303.0569713609751	1.24e+03
67.6%	676000	-15113.106957816068	293.83553918015593	1.24e+03
67.7%	677000	-15240.832587692705	306.3798749656184	1.24e+03
67.8%	678000	-15273.613236926853	293.70904191523965	1.24e+03
67.9%	679000	-15153.747155202575	311.54002765065127	1.24e+03
68.0%	680000	-15203.991279530463	304.48502875824556	1.24e+03
68.1%	681000	-15317.44659642419	305.2502128275618	1.24e+03
68.2%	682000	-15419.334710887713	309.45713454427676	1.24e+03
68.3%	683000	-15397.02818193131	297.00499058202877	1.24e+03
68.4%	684000	-15183.351386881026	303.740743899458	1.24e+03
68.5%	685000	-15292.392439231291	306.6026238278129	1.24e+03
68.6%	686000	-15218.801317772013	308.93958334194895	1.24e+03
68.7%	687000	-15189.533628270598	312.7519101729646	1.24e+03
68.8%	688000	-15166.985502272437	299.63133239910644	1.24e+03
68.9%	689000	-15288.909182291987	310.5556985483392	1.24e+03
69.0%	690000	-15184.27826067066	297.0444161760874	1.24e+03
69.1%	691000	-15285.873086986074	300.5617429364623	1.24e+03
69.2%	692000	-15562.44112302988	308.409539115885	1.24e+03
69.3%	693000	-15394.989807526646	291.75838203915407	1.24e+03
69.4%	694000	-15290.133558741494	304.10886795217164	1.24e+03
69.5%	695000	-15498.77691947409	293.0966235526558	1.24e+03
69.6%	696000	-15393.694926407275	288.4498757549439	1.24e+03
69.7%	697000	-15442.784676059746	312.1243201851548	1.24e+03
69.8%	698000	-15263.964010678515	320.49117991445104	1.24e+03
69.9%	699000	-15264.110455064532	283.1457266426377	1.24e+03
70.0%	700000	-15221.874868453859	314.7369974581916	1.24e+03
70.1%	701000	-15356.139112819132	282.2078542152762	1.24e+03
70.2%	702000	-15217.242378755247	299.91047311464024	1.24e+03
70.3%	703000	-15248.563961058593	291.2123660616801	1.24e+03
70.4%	704000	-15240.543105425815	278.63579127418797	1.24e+03
70.5%	705000	-15099.400596113861	306.13558928805475	1.24e+03
70.6%	706000	-15197.589896838821	319.1808271236989	1.24e+03
70.7%	707000	-15267.483860319975	299.13526390654613	1.24e+03
70.8%	708000	-15323.47376883997	327.41595678310534	1.24e+03
70.9%	709000	-15262.2681980759	319.89921083938464	1.24e+03
71.0%	710000	-15056.101966654336	306.6720880312491	1.24e+03
71.1%	711000	-15220.642587253737	311.19014381159997	1.24e+03
71.2%	712000	-15398.457572205923	309.56934358425787	1.24e+03
71.3%	713000	-15319.394428700238	293.31983941486124	1.24e+03
71.4%	714000	-15250.104208855584	320.8869335843521	1.24e+03
71.5%	715000	-15224.670824711902	305.9889113816472	1.24e+03
71.6%	716000	-15159.323764553788	307.58266958650165	1.24e+03
71.7%	717000	-15359.320638838362	298.43652198302266	1.24e+03
71.8%	718000	-15275.501489144139	299.4448911988016	1.24e+03
71.9%	719000	-15376.044409375936	327.4354254420786	1.24e+03
72.0%	720000	-15119.02035162138	290.70550065872084	1.24e+03
72.1%	721000	-15130.594240550468	316.45185844397145	1.24e+03
72.2%	722000	-15135.757667055164	297.43261419931355	1.24e+03
72.3%	723000	-15295.378527583147	297.45826670420206	1.24e+03
72.4%	724000	-15370.379479212024	305.8369127027906	1.23e+03
72.5%	725000	-15181.987952261472	305.73559264024897	1.23e+03
72.6%	726000	-15298.707801244906	292.44865304993897	1.23e+03
72.7%	727000	-15344.174643777951	307.35836930940025	1.23e+03
72.8%	728000	-15411.928407572996	293.698367601569	1.23e+03
72.9%	729000	-15411.610459192198	310.5252333152658	1.23e+03
73.0%	730000	-15330.136009050671	309.60004372308464	1.23e+03
73.1%	731000	-15376.751334947621	332.3117223397782	1.23e+03
73.2%	732000	-15368.38699379209	307.7764868790405	1.23e+03
73.3%	733000	-15562.99880115805	303.5077081866746	1.23e+03
73.4%	734000	-15440.790705142026	304.22005591726764	1.23e+03
73.5%	735000	-15184.414474534977	288.8897016008747	1.23e+03
73.6%	736000	-15140.068575291865	324.35693940370453	1.23e+03
73.7%	737000	-15162.76795937623	297.22976841256497	1.23e+03
73.8%	738000	-15291.462512906517	304.88633936194793	1.23e+03
73.9%	739000	-15284.830514020126	300.1258708115549	1.23e+03
74.0%	740000	-15180.847758115837	312.98193351911686	1.23e+03
74.1%	741000	-15481.969872919479	277.24506631152576	1.23e+03
74.2%	742000	-15325.529640554458	292.118503713989	1.23e+03
74.3%	743000	-15214.404217616939	285.9101484239595	1.23e+03
74.4%	744000	-15280.528053257178	297.4295147570382	1.23e+03
74.5%	745000	-15260.040533179941	313.76673011551406	1.23e+03
74.6%	746000	-15158.930243025141	300.54994015144433	1.23e+03
74.7%	747000	-15214.362595868828	310.8592892472884	1.23e+03
74.8%	748000	-15307.635644215683	307.11951336369077	1.23e+03
74.9%	749000	-15218.360659128623	279.1608818882631	1.23e+03
75.0%	750000	-15260.821199401798	310.1185535011783	1.23e+03
75.1%	751000	-15298.557308048163	326.91205003232903	1.23e+03
75.2%	752000	-15126.93763505233	297.8203965367926	1.23e+03
75.3%	753000	-15305.718101124905	301.3934103751705	1.23e+03
75.4%	754000	-15212.139613347092	294.1074368734758	1.23e+03
75.5%	755000	-15192.724831137755	300.5194297404885	1.23e+03
75.6%	756000	-15289.446754038057	288.3868660450662	1.23e+03
75.7%	757000	-15360.127537109322	297.2373866779987	1.23e+03
75.8%	758000	-15260.017047607835	304.64932605093065	1.23e+03
75.9%	759000	-15145.59762729743	306.77835380353264	1.23e+03
76.0%	760000	-15265.695523408489	299.3018243312987	1.23e+03
76.1%	761000	-15036.31628463688	293.0484181030594	1.23e+03
76.2%	762000	-15194.930888042298	297.1633721651803	1.23e+03
76.3%	763000	-15289.527713658244	319.51053791164895	1.23e+03
76.4%	764000	-15339.130371123305	289.5366033824116	1.23e+03
76.5%	765000	-15359.928632344549	301.9922933823182	1.23e+03
76.6%	766000	-15270.692309415535	311.05518767926907	1.23e+03
76.7%	767000	-15422.127942448504	310.53623734189256	1.23e+03
76.8%	768000	-15289.439213099133	305.1461708165996	1.23e+03
76.9%	769000	-15280.966706607192	305.8822137485088	1.23e+03
77.0%	770000	-15332.19113487783	293.08032627506026	1.23e+03
77.1%	771000	-15182.318518626045	287.3823060751334	1.23e+03
77.2%	772000	-15206.608217002045	311.1480975964309	1.23e+03
77.3%	773000	-15029.442172507377	311.9784654875042	1.23e+03
77.4%	774000	-15235.344074303997	297.2518252256267	1.23e+03
77.5%	775000	-15328.703907091214	290.6770100236838	1.23e+03
77.6%	776000	-15135.8864301024	323.43020549167693	1.23e+03
77.7%	777000	-15144.734306412502	301.8048462553924	1.23e+03
77.8%	778000	-15112.54973051895	306.90532574442994	1.23e+03
77.9%	779000	-15241.083395099682	301.1140873608112	1.23e+03
78.0%	780000	-15521.13316994717	296.08148640771157	1.23e+03
78.1%	781000	-15212.618451367372	306.21760652345137	1.23e+03
78.2%	782000	-15116.294689822455	314.01100357428726	1.23e+03
78.3%	783000	-15038.986676459703	305.9403033265796	1.23e+03
78.4%	784000	-15240.046543761098	301.09375253345365	1.23e+03
78.5%	785000	-15234.216866402596	298.2757314222637	1.23e+03
78.6%	786000	-15251.374561645935	312.26216769346206	1.23e+03
78.7%	787000	-15303.894714428257	314.2563402485641	1.23e+03
78.8%	788000	-15271.668612174333	285.5894850759258	1.23e+03
78.9%	789000	-15113.436609512886	287.7079959770666	1.23e+03
79.0%	790000	-15280.669601145848	303.53271718222487	1.23e+03
79.1%	791000	-15466.092841746839	313.1288000584055	1.23e+03
79.2%	792000	-15261.134416190995	298.4532591157922	1.23e+03
79.3%	793000	-15393.564691910171	310.8906590586158	1.23e+03
79.4%	794000	-15397.418637996285	311.505328430726	1.23e+03
79.5%	795000	-15329.06881667336	294.6364967377224	1.23e+03
79.6%	796000	-15223.84897406138	317.20026723849384	1.23e+03
79.7%	797000	-15307.598252812422	299.3721937143108	1.23e+03
79.8%	798000	-15074.524750987868	316.4304097858159	1.23e+03
79.9%	799000	-15267.153050050008	288.0813377294478	1.23e+03
80.0%	800000	-15107.401798471263	312.2358455101208	1.23e+03
80.1%	801000	-15105.491779652693	289.0407089789226	1.23e+03
80.2%	802000	-15173.748905637323	310.9762977893563	1.23e+03
80.3%	803000	-15140.126899194474	282.53532240690316	1.23e+03
80.4%	804000	-15415.744908080618	287.27279699675256	1.23e+03
80.5%	805000	-15347.236816370969	307.32938627191777	1.23e+03
80.6%	806000	-15066.203617920117	300.5266409145812	1.23e+03
80.7%	807000	-15370.765515048006	310.6027562552687	1.23e+03
80.8%	808000	-15357.788775070803	297.08141468445484	1.23e+03
80.9%	809000	-15326.878799942417	315.2185275172284	1.23e+03
81.0%	810000	-15268.756972133684	281.3440968836914	1.23e+03
81.1%	811000	-15253.542283266535	290.06465893345654	1.23e+03
81.2%	812000	-15401.586021564355	321.2944230609651	1.23e+03
81.3%	813000	-15164.975803846006	288.0101809390662	1.23e+03
81.4%	814000	-15257.77472234473	293.2068051690779	1.23e+03
81.5%	815000	-15150.571408547497	304.78117908656486	1.23e+03
81.6%	816000	-15044.312471317651	302.42356502509585	1.23e+03
81.7%	817000	-15255.311626040202	300.0260617816486	1.23e+03
81.8%	818000	-15335.943243695998	292.8292079165076	1.23e+03
81.9%	819000	-15100.39555531324	313.23956880340853	1.23e+03
82.0%	820000	-15070.952218608472	313.5201108249024	1.23e+03
82.1%	821000	-15107.942752864394	296.514686994627	1.23e+03
82.2%	822000	-15285.783909530648	295.2558744887754	1.23e+03
82.3%	823000	-15301.85953829607	303.64343746499344	1.23e+03
82.4%	824000	-15396.025130040667	308.1948349965576	1.23e+03
82.5%	825000	-15262.767475323082	289.0525561946381	1.23e+03
82.6%	826000	-15216.18627369564	303.6631526911364	1.23e+03
82.7%	827000	-15152.331274786367	307.7649628040903	1.23e+03
82.8%	828000	-15318.107221401267	296.81277013652266	1.23e+03
82.9%	829000	-15288.510230457585	290.9922278217133	1.23e+03
83.0%	830000	-15048.15293519992	291.29763097005787	1.23e+03
83.1%	831000	-15227.99811334008	301.4971316735367	1.23e+03
83.2%	832000	-15259.868760753474	290.8267419530257	1.23e+03
83.3%	833000	-15164.630373463377	280.2265822292935	1.23e+03
83.4%	834000	-15310.762909282923	284.6749194081978	1.23e+03
83.5%	835000	-15141.711324362019	293.4408646160411	1.23e+03
83.6%	836000	-15293.198148395946	315.24563509905346	1.23e+03
83.7%	837000	-15229.724934883961	306.2436373106713	1.23e+03
83.8%	838000	-15206.726692324846	289.2549948061454	1.23e+03
83.9%	839000	-15091.904251725144	294.7828371934589	1.23e+03
84.0%	840000	-15217.892641072234	306.62922956608344	1.23e+03
84.1%	841000	-15200.69457362179	309.40985272731183	1.23e+03
84.2%	842000	-15452.678246082767	297.7056945358673	1.23e+03
84.3%	843000	-15200.215114737133	286.9092868681421	1.23e+03
84.4%	844000	-15259.583484923445	286.67702750664716	1.23e+03
84.5%	845000	-15144.148483927653	287.2915739772276	1.23e+03
84.6%	846000	-15202.024344888821	308.0654383435851	1.23e+03
84.7%	847000	-15288.990253518845	305.24353454609417	1.23e+03
84.8%	848000	-15187.230390211582	299.44216307155	1.23e+03
84.9%	849000	-15134.098592116949	295.655966922621	1.23e+03
85.0%	850000	-15597.74356293914	294.43587031976904	1.23e+03
85.1%	851000	-15317.644177231428	304.2533729319097	1.23e+03
85.2%	852000	-15158.020971849342	309.02083646062886	1.23e+03
85.3%	853000	-15162.397314205191	292.55937768586233	1.23e+03
85.4%	854000	-15280.44186815359	321.77161318254264	1.23e+03
85.5%	855000	-15363.879901101878	293.15379393155456	1.23e+03
85.6%	856000	-15225.643756421836	294.0808268368945	1.23e+03
85.7%	857000	-15423.888442887845	303.74539681911676	1.23e+03
85.8%	858000	-15084.515125797137	292.2104256700466	1.23e+03
85.9%	859000	-15191.269160176285	294.9447004333858	1.23e+03
86.0%	860000	-15200.156958475913	306.96059498564176	1.23e+03
86.1%	861000	-15045.561898344684	318.8631918666488	1.23e+03
86.2%	862000	-15289.330763114835	317.0597614532376	1.23e+03
86.3%	863000	-15188.566590807604	308.2669802611428	1.23e+03
86.4%	864000	-15329.933224431472	290.7432641635233	1.23e+03
