#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
50.6%	506000	-759030.1473207956	286.55384551364847	597
50.7%	507000	-758900.3022853634	312.7782652445994	597
50.8%	508000	-759035.5795065894	279.0767702709376	597
50.9%	509000	-759079.6026061476	295.37185732155734	597
51.0%	510000	-759045.520177195	305.9078178438761	597
51.1%	511000	-758924.7089263487	296.1505773127653	597
51.2%	512000	-759037.7435668517	299.0954572311057	597
51.3%	513000	-759157.0729635705	310.34717057729137	597
51.4%	514000	-758833.2646738702	303.3094063717159	597
51.5%	515000	-758807.9584386409	299.60591922309004	597
51.6%	516000	-759005.2921353425	305.4935048434242	597
51.7%	517000	-758763.1657095329	299.36983329236597	597
51.8%	518000	-759091.7781944531	295.1359840423453	597
51.9%	519000	-758747.5899348925	302.41259643929806	598
52.0%	520000	-759153.500341207	298.4956955070208	597
52.1%	521000	-759186.4686629091	311.6767454948167	597
52.2%	522000	-759117.6968143929	298.26624826282614	597
52.3%	523000	-759180.2888872606	292.32682421393946	597
52.4%	524000	-758883.4531967296	303.2976195777346	597
52.5%	525000	-759124.4789044689	296.0558530655851	597
52.6%	526000	-759082.9314133005	316.26166706153003	597
52.7%	527000	-759044.0094325328	299.0580079712863	597
52.8%	528000	-759059.9448090036	289.37002679004956	597
52.9%	529000	-758894.4182950528	305.903325184908	598
53.0%	530000	-759052.960773992	286.30649596308956	598
53.1%	531000	-759114.0288235194	294.5298291317872	598
53.2%	532000	-758951.5156126725	304.41677513936213	598
53.3%	533000	-758975.8663922028	290.1944568575254	598
53.4%	534000	-758967.2369499437	301.7363170416429	598
53.5%	535000	-758833.5100068968	304.8597765659339	598
53.6%	536000	-758976.8952780594	299.9832277999258	598
53.7%	537000	-758819.5065296347	298.8864773248254	598
53.8%	538000	-759192.7594774396	310.6075119565997	598
53.9%	539000	-758891.9959368602	302.5012456527952	598
54.0%	540000	-759066.1635566577	311.26235770181256	598
54.1%	541000	-759175.7302071154	296.4568087732664	598
54.2%	542000	-759112.6846570063	303.03221407401566	598
54.3%	543000	-758930.7532744498	300.36850266563584	598
54.4%	544000	-758882.6568610515	307.62561479217413	598
54.5%	545000	-758982.7478864085	297.2770006830524	598
54.6%	546000	-759107.9178247338	302.2610568267641	598
54.7%	547000	-758965.340114509	290.93930627885373	598
54.8%	548000	-759018.0325792269	298.0644288925469	598
54.9%	549000	-759047.7551238686	303.38532852930695	598
55.0%	550000	-758980.8272131381	304.8008448797055	598
55.1%	551000	-759068.8108384963	305.352464310697	598
55.2%	552000	-759018.2833993607	299.0382322634575	598
55.3%	553000	-758779.1503289314	298.53945026970365	598
55.4%	554000	-759011.5503949183	301.99264783197697	598
55.5%	555000	-759093.9452450306	296.82438822600415	598
55.6%	556000	-759227.0099888816	293.875657914892	598
55.7%	557000	-759079.8926252015	305.34881017518745	598
55.8%	558000	-759172.8531782423	299.711172907927	598
55.9%	559000	-759152.1821498068	303.0697304413392	598
56.0%	560000	-759001.5080716722	304.0808174613072	598
56.1%	561000	-759084.9971135679	314.25114549999444	598
56.2%	562000	-759149.0686931249	295.56245391023623	598
56.3%	563000	-759161.4328917444	320.9812197692164	598
56.4%	564000	-759077.1246895583	287.8891739861664	598
56.5%	565000	-759208.0075682054	301.118737088326	598
56.6%	566000	-759114.9345687355	306.38361102546634	598
56.7%	567000	-759129.406101912	296.7300687873409	598
56.8%	568000	-759104.6785730656	299.25862499474925	598
56.9%	569000	-759092.8093073547	298.7204816673222	598
57.0%	570000	-759127.8224542988	305.87250690180764	598
57.1%	571000	-759354.6286868218	301.25624969809246	598
57.2%	572000	-759284.4559912424	289.56372507580636	598
57.3%	573000	-759086.6780919271	295.19949077095066	598
57.4%	574000	-759255.3551344033	297.1297395367339	599
57.5%	575000	-759070.8758144935	312.2443522753873	599
57.6%	576000	-759254.3408357035	312.8273128719681	599
57.7%	577000	-759338.3011557701	307.0913854382325	599
57.8%	578000	-759226.5585644287	296.5225332630304	599
57.9%	579000	-759276.6490570682	294.8265829681978	599
58.0%	580000	-759091.1220744391	297.05732137934496	599
58.1%	581000	-759118.612571823	298.0724844239128	599
58.2%	582000	-759018.5627275407	299.40818759526286	599
58.3%	583000	-759239.3977718004	300.68818515982923	598
58.4%	584000	-759091.0010063804	293.9006667415605	598
58.5%	585000	-759183.3351014253	301.4318442807431	598
58.6%	586000	-759089.8464338665	302.70024144009534	598
58.7%	587000	-759247.029567063	305.42953528638964	598
58.8%	588000	-759239.7189026444	287.800731193483	598
58.9%	589000	-759303.9281757041	307.75703647480464	598
59.0%	590000	-759170.0207162652	299.2865412926575	598
59.1%	591000	-759006.3063951986	298.0653521791093	598
59.2%	592000	-759227.5590866287	299.46360262906643	598
59.3%	593000	-759114.6448946181	296.2345184481975	598
59.4%	594000	-759057.3247405558	301.79711267430855	598
59.5%	595000	-759074.7132657976	295.2036491288454	598
59.6%	596000	-759063.6100624099	298.4890231203932	598
59.7%	597000	-759179.3384664994	300.63776241369396	598
59.8%	598000	-759267.8937220548	306.2251169480694	598
59.9%	599000	-759140.9204303256	305.52240857454467	598
60.0%	600000	-759295.031857641	301.2301556513644	598
60.1%	601000	-759156.3664765661	298.4832305757581	598
60.2%	602000	-759174.7519696312	297.06101091452535	598
60.3%	603000	-758836.3177493	292.26632014067854	598
60.4%	604000	-759262.4274922758	287.74028191445797	598
60.5%	605000	-759282.1384897252	289.9375452865428	598
60.6%	606000	-759225.8649489367	296.3097742723017	598
60.7%	607000	-759149.7100029106	303.26706788732616	598
60.8%	608000	-759239.4685618617	308.71702209920915	597
60.9%	609000	-759119.4072003203	304.56180848304655	597
61.0%	610000	-759283.8430012254	309.76974188546245	597
61.1%	611000	-759039.5350986072	301.13866014690456	597
61.2%	612000	-759421.8840775392	303.08814798706624	596
61.3%	613000	-759048.2160865702	308.0056664622128	596
61.4%	614000	-759406.9575196374	298.0562994588209	596
61.5%	615000	-759205.7461449228	292.93006959809554	596
61.6%	616000	-759086.3208543861	305.13955827478776	596
61.7%	617000	-759119.9901915527	307.57150108441823	596
61.8%	618000	-759226.0166162066	306.5666872156321	596
61.9%	619000	-759353.2865643792	308.1105351335807	596
62.0%	620000	-759040.9725748575	321.43020755919986	596
62.1%	621000	-759120.371967128	308.64285157954015	596
62.2%	622000	-759114.9782528906	300.5003867738879	595
62.3%	623000	-759305.3714893532	303.93016110817035	595
62.4%	624000	-759139.8046143026	308.7031654375198	595
62.5%	625000	-759045.335745686	300.06116800147225	595
62.6%	626000	-759242.4135933511	292.62232888519145	595
62.7%	627000	-759170.3171358528	297.92212231885804	595
62.8%	628000	-759224.0430111623	314.96155191177775	595
62.9%	629000	-759166.0893270604	300.7311067017191	595
63.0%	630000	-759132.6551671185	302.59285881760127	595
63.1%	631000	-759262.6819196464	291.02149336052435	595
63.2%	632000	-759264.5301068963	298.7796425920609	595
63.3%	633000	-759252.4617524352	303.03239634106137	595
63.4%	634000	-759251.0118149044	304.7953090082445	595
63.5%	635000	-759261.6043597036	290.63561302197974	595
63.6%	636000	-759235.8842344945	291.51085102249647	595
63.7%	637000	-758972.6011329921	304.9646800702857	595
63.8%	638000	-759169.5742782825	309.8140205681785	595
63.9%	639000	-759170.4084002038	309.92175220037416	596
64.0%	640000	-759141.9344612394	309.59642100521916	596
64.1%	641000	-759232.9391959247	302.88454437588143	595
64.2%	642000	-759067.3143205821	311.55913335938476	595
64.3%	643000	-759150.1945011537	298.7074335557396	596
64.4%	644000	-759179.8932153446	320.2079799388564	595
64.5%	645000	-759012.984689598	305.7128501518	595
64.6%	646000	-759007.9891736028	294.01783971812296	595
64.7%	647000	-759189.3369249713	312.2276159720541	595
64.8%	648000	-759282.933702935	298.1753041314157	595
64.9%	649000	-759112.9929391865	282.41925614627695	595
65.0%	650000	-758946.2921807228	299.7398825916184	595
65.1%	651000	-758950.1230053362	301.40591211811693	595
65.2%	652000	-759391.4213803523	301.3976321890027	595
65.3%	653000	-759081.5001756051	305.8851796785134	595
65.4%	654000	-759375.9413950908	295.4986613622201	596
65.5%	655000	-759126.5248729424	297.4961586271446	596
65.6%	656000	-759082.1227965255	300.8541532293524	596
65.7%	657000	-759233.3837093263	299.3541167772607	596
65.8%	658000	-759048.9674778366	303.6348504247842	596
65.9%	659000	-759209.9604361601	302.83785841275716	595
66.0%	660000	-759078.1881441583	311.19841147597236	595
66.1%	661000	-758968.8028312015	298.1750003763456	595
66.2%	662000	-759065.9039514622	294.14584277380203	596
66.3%	663000	-759110.6722939481	302.6235984899134	596
66.4%	664000	-759020.6765966958	301.4596549847985	596
66.5%	665000	-759126.5241630778	294.2849327958514	596
66.6%	666000	-759177.6842889206	302.0094189225205	596
66.7%	667000	-759102.5319898559	297.9676474785006	596
66.8%	668000	-759192.9495350285	294.84215108549506	596
66.9%	669000	-759336.6165966305	307.63287057992716	595
67.0%	670000	-759235.3497692663	308.4822563757292	596
67.1%	671000	-759279.7539112745	302.83508403910406	595
67.2%	672000	-759312.4058370077	290.1964845062316	595
67.3%	673000	-759030.0404732195	306.7270867109357	595
67.4%	674000	-759017.2791926623	306.16489637170184	595
67.5%	675000	-759225.7323625748	309.321295026818	595
67.6%	676000	-759058.2510424356	287.5834564427964	595
67.7%	677000	-759199.8536101799	306.3738647274657	596
67.8%	678000	-759131.5663028813	300.5715464391636	596
67.9%	679000	-759279.8596629999	302.9695697572507	596
68.0%	680000	-759276.8945794366	314.46601760089305	596
68.1%	681000	-759200.6462963431	291.4544089229383	596
68.2%	682000	-759281.5747413398	304.33253907580456	596
68.3%	683000	-759080.4895150143	300.7512739584653	596
68.4%	684000	-759396.2332212155	293.4843839007824	596
68.5%	685000	-759297.8633164492	308.56893737737647	596
68.6%	686000	-759086.0322212819	302.27706977563696	595
68.7%	687000	-759151.8645591054	297.7018023717718	595
68.8%	688000	-759264.3111201472	304.3615608536376	596
68.9%	689000	-759275.5769363188	305.0180142746769	595
69.0%	690000	-758969.1643858622	304.67165236716806	595
69.1%	691000	-759314.3701189278	289.7694933394887	595
69.2%	692000	-759022.5045113359	304.13531791974407	595
69.3%	693000	-759124.8033636813	300.29543585211843	595
69.4%	694000	-759335.5212213605	297.4265562427255	595
69.5%	695000	-759240.1218270934	305.5143315913317	595
69.6%	696000	-759088.4355051668	294.78317300746676	595
69.7%	697000	-759043.7604980769	294.5535730076602	595
69.8%	698000	-759219.4369240756	305.6172685525361	595
69.9%	699000	-759126.181084766	295.05240894035205	595
70.0%	700000	-759092.3749008895	306.4209096760313	595
70.1%	701000	-759216.9224973421	307.4098709914347	595
70.2%	702000	-759086.345473123	302.70344909137987	595
70.3%	703000	-759342.3945280556	303.296417314791	595
70.4%	704000	-759086.9647940039	310.5113145980616	596
70.5%	705000	-758961.0056524454	295.1568717534034	596
70.6%	706000	-759007.1344940495	304.10568627265593	596
70.7%	707000	-759336.739575438	290.1719719152976	596
70.8%	708000	-759123.1267530939	286.4984429120384	595
70.9%	709000	-759195.2880104487	299.54916331594893	595
71.0%	710000	-759043.418927453	313.4959925920991	595
71.1%	711000	-759236.6742503134	302.3568117113613	596
71.2%	712000	-759245.154277259	300.7163839716771	596
71.3%	713000	-759076.8068442063	299.30099601124175	596
71.4%	714000	-759199.36183076	296.65665702170264	596
71.5%	715000	-759213.8278201666	297.618866604162	596
71.6%	716000	-758997.6465964315	303.7310178960995	596
71.7%	717000	-759072.8449326011	296.5989953262008	596
71.8%	718000	-758960.1261616972	288.70831813257286	596
71.9%	719000	-759119.3642745243	291.3656253516652	596
72.0%	720000	-759051.3284525331	304.7635108124249	596
72.1%	721000	-759220.4118001729	297.4321145291473	596
72.2%	722000	-759271.7424117362	298.85073223989684	596
72.3%	723000	-758999.4078740813	297.06207275375095	596
72.4%	724000	-759111.8140235879	302.95573859718553	596
72.5%	725000	-759228.0623001703	308.6146793590585	596
72.6%	726000	-759122.6173372096	303.3909734700794	596
72.7%	727000	-759232.5670015857	298.49578031670296	596
72.8%	728000	-759026.1439027935	292.9114231393465	596
72.9%	729000	-759075.8100031558	306.562239176875	596
73.0%	730000	-759195.9773769539	304.40354300337276	596
73.1%	731000	-759169.1958391496	305.3153286349819	596
73.2%	732000	-759168.5113812727	297.41468080153925	596
73.3%	733000	-759136.4650260226	285.53434737527493	596
73.4%	734000	-758895.6347883423	298.2335793128611	595
73.5%	735000	-759218.6086347951	301.6761532293061	595
73.6%	736000	-759302.1323366035	301.8937037402798	595
73.7%	737000	-759260.9733292578	304.72091425881695	595
73.8%	738000	-758959.2222943691	300.4285511308096	595
73.9%	739000	-759111.0733484462	292.11269419226284	595
74.0%	740000	-759275.8757454075	310.58800358459024	595
74.1%	741000	-759365.991572744	308.2400083225319	595
74.2%	742000	-759252.9838661803	297.53087047911407	595
74.3%	743000	-759177.4745867123	303.79951122003547	595
74.4%	744000	-759089.8069906605	298.3760506367396	595
74.5%	745000	-758934.0829972436	301.85490628202615	595
74.6%	746000	-759171.3240298505	300.6920740569465	595
74.7%	747000	-759218.3160951885	302.6756603938297	595
74.8%	748000	-759209.1656289469	292.94602011138846	595
74.9%	749000	-759109.4583066732	302.59584217990187	595
75.0%	750000	-759110.7094474426	304.8624060053379	595
75.1%	751000	-759179.1707969609	297.63102710089345	595
75.2%	752000	-758956.7412006465	299.5262737729208	595
75.3%	753000	-758852.5445494475	297.24753660885386	595
75.4%	754000	-759106.3744531684	297.9979014147638	595
75.5%	755000	-759143.8676550178	290.77738845885756	595
75.6%	756000	-758871.4036552976	299.4404098931282	595
75.7%	757000	-759126.2805401403	310.3404543343759	595
75.8%	758000	-759037.9685929199	308.02553511460343	595
75.9%	759000	-759142.6018376392	306.6284214190859	595
76.0%	760000	-759180.4749074313	286.6476208140226	595
76.1%	761000	-759102.5228213902	294.6988001778532	595
76.2%	762000	-759136.4151687018	311.03614516175554	595
76.3%	763000	-759169.8780627593	299.4760597264198	595
76.4%	764000	-759204.924021669	300.4201785213126	595
76.5%	765000	-759219.4422769705	311.3530238939837	595
76.6%	766000	-759057.157365174	304.2079889728145	595
76.7%	767000	-759077.4213698404	298.6040143522401	595
76.8%	768000	-759193.3787483823	299.0547368842726	595
76.9%	769000	-759038.3859473269	298.81701944306144	595
77.0%	770000	-759203.2296874679	301.63294443570163	595
77.1%	771000	-759238.6651114211	310.6163322812217	595
77.2%	772000	-759306.000251512	312.6279227078625	595
77.3%	773000	-759342.5058497367	300.138711711804	595
77.4%	774000	-759163.9702734323	306.50593451653924	595
77.5%	775000	-759187.8147533439	313.900904219322	595
77.6%	776000	-759110.7430578917	305.82086701494643	595
77.7%	777000	-759229.1969099499	298.2996079300637	595
77.8%	778000	-759357.032635503	295.9266680163418	595
77.9%	779000	-759120.7843826219	301.66868964112194	595
78.0%	780000	-759308.6786137304	307.1396090179507	595
78.1%	781000	-759318.1024419316	304.61867922929974	595
78.2%	782000	-758993.3329817229	298.00795943425015	595
78.3%	783000	-759188.3548779374	292.7494750339619	595
78.4%	784000	-759166.9016131677	301.66062084926904	595
78.5%	785000	-758981.3876389202	292.3381232459055	595
78.6%	786000	-759081.8056136016	295.81129948478855	595
78.7%	787000	-759055.3097496084	300.78717914551623	595
78.8%	788000	-759250.8727627767	300.02685107438407	595
78.9%	789000	-759179.5956498735	300.85214096925296	595
79.0%	790000	-759351.5186011642	296.6529284487347	595
79.1%	791000	-759032.1430322197	305.86364813541775	595
79.2%	792000	-759142.4170058751	302.0367521958109	595
79.3%	793000	-759143.4511436828	306.6543634888561	595
79.4%	794000	-759077.8838123642	294.68793085554984	595
79.5%	795000	-759127.7261067997	301.02159634333043	595
79.6%	796000	-759155.1622896437	297.33445062495184	595
79.7%	797000	-758975.3781706941	300.0447055957786	595
79.8%	798000	-759058.0526198288	301.98245679948104	594
79.9%	799000	-759159.0228363528	296.7247678505937	594
80.0%	800000	-759256.5093979693	308.48288552072466	594
80.1%	801000	-759043.372366436	310.01911929728385	594
80.2%	802000	-759220.10609666	296.24609011494067	594
80.3%	803000	-759152.9750198256	293.70807515877453	594
80.4%	804000	-759196.8476794586	296.220101686411	594
80.5%	805000	-759294.6695992991	300.65781286659904	594
80.6%	806000	-759251.7841563888	300.5378080094337	595
80.7%	807000	-759248.4423672467	302.9768815726546	595
80.8%	808000	-759314.54745153	298.0270837420932	595
80.9%	809000	-759245.8872403915	287.23728780067086	595
81.0%	810000	-759143.4676910487	309.2716322187476	595
81.1%	811000	-759232.8649395714	310.5348266679282	595
81.2%	812000	-759182.05159595	302.21187330661627	595
81.3%	813000	-759250.8814417266	308.28483394599107	595
81.4%	814000	-759382.6428250202	296.36111746363076	595
81.5%	815000	-759409.8057822622	299.5441247754544	595
81.6%	816000	-759165.2807609963	308.0555324854509	595
81.7%	817000	-759536.2190772376	293.766260073873	595
81.8%	818000	-758959.1294448623	300.54016374685324	595
81.9%	819000	-758999.8743595261	296.0594099420305	595
82.0%	820000	-759046.3985208108	300.8354934448979	595
82.1%	821000	-759219.9181697854	303.9487043440308	595
82.2%	822000	-759137.121053129	296.2497183122163	594
82.3%	823000	-759271.4732305706	297.85603168101284	595
82.4%	824000	-759087.622308827	303.1276279675244	594
82.5%	825000	-759150.7226614007	290.1025385421942	594
82.6%	826000	-759442.9951412654	301.25723228896186	594
82.7%	827000	-759234.5857369483	303.03533301588055	595
82.8%	828000	-759313.9989949327	302.3780103686714	595
82.9%	829000	-759209.5794596483	306.95116505140624	595
83.0%	830000	-759200.1258573553	304.1177568848727	595
83.1%	831000	-759038.6567299571	303.25855852636033	595
83.2%	832000	-759311.568682815	297.0858674312314	595
83.3%	833000	-759238.4114350197	306.16347623412025	595
83.4%	834000	-759352.082212111	304.60921046573316	595
83.5%	835000	-759218.7936892223	289.2076380206563	595
83.6%	836000	-759008.7484602436	290.04631696760805	595
83.7%	837000	-759348.2492547887	294.818122251653	595
83.8%	838000	-759158.4048046947	297.91348737471964	595
83.9%	839000	-759220.252738107	293.4228394241186	595
84.0%	840000	-759057.299198265	303.207975621881	595
84.1%	841000	-759079.2486581941	294.6676434756659	595
84.2%	842000	-759106.7769380941	303.95430331495396	595
84.3%	843000	-759251.3165739086	289.0963960059685	594
84.4%	844000	-759275.901414955	293.8011922823217	595
84.5%	845000	-758957.0758759049	304.7200161865039	595
84.6%	846000	-759209.9144091413	301.1366538728123	594
84.7%	847000	-759223.5903791278	300.1439674908561	594
84.8%	848000	-759249.0351388875	299.60795339967086	595
84.9%	849000	-758945.4638202398	308.8976747975561	594
85.0%	850000	-759314.3951350792	296.5748507290082	594
85.1%	851000	-759210.5596396832	299.37079996417225	594
85.2%	852000	-759166.7319797208	295.35360106641315	594
85.3%	853000	-759159.1491589188	290.02670786271426	594
85.4%	854000	-759266.6684256045	311.64561084239324	595
85.5%	855000	-759017.3776794863	310.5947847344715	595
85.6%	856000	-759128.6111780554	302.13679877833846	595
85.7%	857000	-759209.2239515667	293.5956835013202	595
85.8%	858000	-759205.1509088471	304.85534739799704	595
85.9%	859000	-759077.4561169536	291.90950496840134	595
86.0%	860000	-759202.6094546648	301.23397493182307	595
86.1%	861000	-759196.5525903946	303.9343387875719	594
86.2%	862000	-759294.2690027773	297.9927150445999	594
86.3%	863000	-759282.386432313	309.8104916561345	594
86.4%	864000	-759095.0454131495	293.65378697310746	594
86.5%	865000	-759220.0664762659	294.3221350227166	594
86.6%	866000	-759095.2643324548	314.5944727287105	594
86.7%	867000	-759029.3990536139	303.698341073005	594
86.8%	868000	-759288.1325330827	303.694911486232	594
86.9%	869000	-759158.8296173001	296.63391788710004	594
87.0%	870000	-759278.955669821	306.99804676878983	594
87.1%	871000	-759077.8176767463	306.10895187410847	594
87.2%	872000	-759391.4224565995	282.05782163592283	594
87.3%	873000	-759109.7703739491	305.04283938894645	594
87.4%	874000	-759110.3174491175	304.65097783020275	595
87.5%	875000	-759340.3880969038	292.6680332661037	594
87.6%	876000	-759199.4301426769	298.39729759284785	594
87.7%	877000	-759137.5289357012	309.07740363762343	594
87.8%	878000	-759300.2921576215	295.6547052714527	594
87.9%	879000	-759185.7028783162	293.61867022856507	594
88.0%	880000	-759162.3302409006	301.04226715707057	594
88.1%	881000	-759339.2165002205	288.8811181617262	594
88.2%	882000	-759009.3655496924	301.71481296155184	594
88.3%	883000	-759155.8152948781	303.3955066159249	595
88.4%	884000	-759435.0860566809	296.1044285935688	595
88.5%	885000	-759217.4930892084	293.4038785589502	595
88.6%	886000	-759324.4738359415	295.92907664750936	595
88.7%	887000	-759267.9441713693	313.56580579184106	595
88.8%	888000	-759370.8025246656	301.53689125267755	595
88.9%	889000	-759141.2022688158	309.21019384187497	595
89.0%	890000	-759293.565971095	298.92532559354663	595
89.1%	891000	-759361.5025135074	302.7048678477416	595
89.2%	892000	-759191.1045170715	308.6038932929809	595
89.3%	893000	-759258.8046152511	297.2248046524413	595
89.4%	894000	-759087.9672339145	292.6204720427724	595
89.5%	895000	-759306.6389232099	308.7666301659168	595
89.6%	896000	-759377.6247446365	297.54436459930747	595
89.7%	897000	-759100.4211487051	305.7945274990971	595
89.8%	898000	-759317.8203594538	299.15505871396306	595
89.9%	899000	-759170.1917940611	304.37625629948667	595
90.0%	900000	-759495.2321571587	304.25871470614464	595
90.1%	901000	-759041.7577651173	291.2831576134855	595
90.2%	902000	-759383.4561345291	304.0503494998069	595
90.3%	903000	-759408.0957260991	299.365434331291	595
90.4%	904000	-759369.1502471287	307.376677184091	595
90.5%	905000	-759531.9727486107	300.1587347617778	595
90.6%	906000	-759513.1563975911	293.81063433000645	595
90.7%	907000	-759313.8319026374	299.15829474831577	595
90.8%	908000	-759368.5007465052	298.5384120144115	595
90.9%	909000	-759672.3931215566	303.2058767459612	595
91.0%	910000	-759414.9038521008	317.2023955173779	595
91.1%	911000	-759394.3488466186	306.57950336833034	595
91.2%	912000	-759417.2338329622	290.26224096904264	595
91.3%	913000	-759275.9638488063	311.30203486423494	595
91.4%	914000	-759135.76972014	300.809454393479	595
91.5%	915000	-759358.6492373671	305.4423356933177	595
91.6%	916000	-759467.3025132495	313.42216383843595	595
91.7%	917000	-759356.716509207	304.4879346417212	595
91.8%	918000	-759173.4391035022	297.4453688900041	595
91.9%	919000	-759242.9965557263	305.1782934371536	595
92.0%	920000	-759239.001543368	301.905645778821	595
92.1%	921000	-759090.8101458648	302.3032871018397	595
92.2%	922000	-759281.3793631743	296.2302822711316	595
92.3%	923000	-759420.9044051138	298.25950228989893	594
92.4%	924000	-759269.5101636674	310.968754198012	594
92.5%	925000	-758967.0730549691	311.6907738507866	594
92.6%	926000	-759253.3053078288	294.24883660977764	594
92.7%	927000	-759184.147230441	302.45494380893814	594
92.8%	928000	-759127.5039770056	304.9550672354028	594
92.9%	929000	-759304.9575352068	294.3794709458932	594
93.0%	930000	-759271.3210633304	310.95730072309163	593
93.1%	931000	-759364.0428547789	305.52360132684277	593
93.2%	932000	-758964.230075607	303.6832666983696	592
93.3%	933000	-759373.4924274185	294.8836441709023	592
93.4%	934000	-759113.7457266282	289.44023627927913	592
93.5%	935000	-759131.8012766165	295.8595764205895	592
93.6%	936000	-759255.6657420702	293.38240107088643	591
93.7%	937000	-759166.3185882262	302.17775015533357	591
93.8%	938000	-759132.6367292283	300.0479704583458	591
93.9%	939000	-759455.7957814608	291.8146816829226	591
94.0%	940000	-759313.3925327063	298.1151849970208	591
94.1%	941000	-759350.8233471062	301.86909121000446	591
94.2%	942000	-759263.9928581424	297.64054082341	591
94.3%	943000	-759256.9591630577	304.07070348802574	591
94.4%	944000	-759380.9225286245	306.5106241234442	591
94.5%	945000	-759247.7773524823	302.77920095020283	591
94.6%	946000	-759122.9334081628	312.36108758335905	591
94.7%	947000	-759137.6873704824	302.4279008663082	591
94.8%	948000	-759207.8637933722	307.28866559103307	591
94.9%	949000	-759411.7992438069	299.7786628068384	591
95.0%	950000	-759214.3076921313	289.61331049405766	591
95.1%	951000	-759288.1716314352	297.3519873406379	591
95.2%	952000	-759266.0173922974	291.20691520827637	591
95.3%	953000	-759450.6689404444	297.70732414838733	591
95.4%	954000	-759206.8228390855	294.0477455347904	591
95.5%	955000	-759390.2895413522	302.9654226769626	591
95.6%	956000	-759395.9338104187	303.7696125326801	591
95.7%	957000	-759128.3257184797	311.18687088518567	591
95.8%	958000	-759330.5719360485	302.34051717204	591
95.9%	959000	-759426.2528309936	296.5293269885301	591
96.0%	960000	-759341.7631316155	295.4234216509802	591
96.1%	961000	-759191.5350910809	296.66798093353367	591
96.2%	962000	-759206.8498202842	292.0006729033082	591
96.3%	963000	-759279.6437698833	283.5449340358829	591
96.4%	964000	-759199.5735860646	293.96032536397183	591
96.5%	965000	-759127.2601207304	308.10639667626106	591
96.6%	966000	-759105.7576429255	297.1309552692715	590
96.7%	967000	-759261.1268675426	304.3610218923307	591
96.8%	968000	-759073.9569468673	307.6638573655451	590
96.9%	969000	-759376.489071311	296.84578084851256	590
97.0%	970000	-759123.4603684327	307.91235255319265	590
97.1%	971000	-759113.4857855693	299.08185912466826	590
97.2%	972000	-759183.9260343132	300.02133083823304	590
97.3%	973000	-759285.3441611126	296.8584823882504	590
97.4%	974000	-759420.0811983182	301.72406519026697	590
97.5%	975000	-759354.033808213	309.5237380754469	590
97.6%	976000	-759387.870464283	290.32389532471467	590
97.7%	977000	-759208.2586405498	296.97153873153627	590
97.8%	978000	-759277.377120619	296.6733356027418	590
97.9%	979000	-759347.9125931263	297.5357569523252	590
98.0%	980000	-759259.6738605511	292.2760741869912	590
98.1%	981000	-759338.7947885194	300.6017996254873	590
98.2%	982000	-759260.148505213	296.89984417838645	590
98.3%	983000	-759369.2081278819	296.09118560830433	590
98.4%	984000	-759192.4127304174	298.12706939748557	590
98.5%	985000	-759364.805175333	305.12006492304073	590
98.6%	986000	-759310.6799751269	313.1270443021649	590
98.7%	987000	-759277.0183504408	307.32286995642136	590
98.8%	988000	-759271.6330455227	296.6344371240853	590
98.9%	989000	-759422.3529140103	299.4012426853818	590
99.0%	990000	-759031.2081543603	305.62221296341426	590
99.1%	991000	-759629.1641577375	305.38126844768226	591
99.2%	992000	-759313.5037636475	298.42117975034256	591
99.3%	993000	-759322.5425710999	287.54044492126616	591
99.4%	994000	-759319.9240177169	291.7504510148745	591
99.5%	995000	-759281.7276313785	312.9841162705839	591
99.6%	996000	-759283.2908103471	300.98537753858875	591
99.7%	997000	-759283.0152921532	294.3321994792776	591
99.8%	998000	-759339.5623950113	299.522465899399	591
99.9%	999000	-759396.4478041756	298.7499271798339	591
100.0%	1000000	-759384.7268053289	304.7084278551126	591
