Component,Chemical Formula,salt,Concentration,Temperature,Pressure,Pressure 1,Concentration 2,Pressure 2
Component 1,LiCl,LiCl,,,,,,
,,LiCl,Wt. %,°C,bar,,,
,,LiCl,15.5000,250.0000,32.8635,0.0000,,
,,LiCl,16.0000,300.0000,69.6510,0.0000,,
,,LiCl,17.0000,350.0000,127.5300,0.0000,,
,,LiCl,31.0000,300.0000,48.0690,0.0000,,
,,LiCl,31.5000,250.0000,22.5630,0.0000,,
,,LiCl,31.5000,300.0000,49.0500,0.0000,,
,,LiCl,32.5000,350.0000,88.7805,0.0000,,
,,LiCl,33.0000,400.0000,159.9030,0.0000,,
,,LiCl,42.0000,250.0000,15.2055,0.0000,,
,,LiCl,43.0000,300.0000,34.3350,0.0000,,
,,LiCl,44.0000,350.0000,64.7460,0.0000,,
,,LiCl,45.5000,400.0000,108.4000,0.0000,,
,,LiCl,47.0000,450.0000,161.8650,0.0000,,
,,LiCl,50.5000,250.0000,11.2815,0.0000,,
,,LiCl,51.0000,300.0000,25.5060,0.0000,,
,,LiCl,55.0000,250.0000,8.8290,0.0000,,
,,LiCl,56.0000,350.0000,44.1450,0.0000,,
,,LiCl,57.5000,250.0000,7.8480,0.0000,,
,,LiCl,58.0000,300.0000,18.6390,0.0000,,
,,LiCl,60.5000,250.0000,6.8670,0.0000,,
,,LiCl,62.0000,350.0000,33.3540,0.0000,,
,,LiCl,62.7000,250.0000,5.9841,0.0000,,
,,LiCl,63.3000,250.0000,6.1803,0.0000,,
,,LiCl,63.5000,400.0000,65.7270,0.0000,,
,,LiCl,65.0000,350.0000,27.4680,0.0000,,
,,LiCl,66.3000,300.0000,12.2625,0.0000,,
,,LiCl,68.5000,400.0000,48.0690,0.0000,,
,,LiCl,70.3000,350.0000,23.5440,0.0000,,
,,LiCl,70.4000,350.0000,23.0535,0.0000,,
,,LiCl,73.0000,400.0000,38.2590,0.0000,,
,,LiCl,74.5000,400.0000,35.3160,0.0000,,
,,LiCl,74.5000,450.0000,64.2555,0.0000,,
,,LiCl,75.3000,400.0000,33.3540,0.0000,,
,,LiCl,76.0000,400.0000,33.8445,0.0000,,
,,LiCl,77.5000,450.0000,52.9740,0.0000,,
,,LiCl,80.0000,450.0000,44.5374,0.0000,,
,,LiCl,81.3000,450.0000,40.7115,0.0000,,
,,LiCl,81.5000,450.0000,41.2020,0.0000,,
,,LiCl,86.7000,500.0000,43.1640,0.0000,,
,,LiCl,93.5000,556.0000,32.8635,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,Wt. %,Kelvin,kPa,,,
,,LiCl,40.0000,298.1500,1.4800,0.0000,,
,,LiCl,40.0000,303.1500,1.7400,0.0000,,
,,LiCl,40.0000,308.1500,2.1300,0.0000,,
,,LiCl,40.0000,313.1500,2.4100,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,2.4900,313.2000,5.6700,0.0000,,
,,LiCl,2.5000,353.2100,41.5700,0.0000,,
,,LiCl,4.8500,353.2800,38.7500,0.0000,,
,,LiCl,4.9900,313.1200,4.7000,0.0000,,
,,LiCl,7.9900,313.0900,3.4500,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.0000,303.1500,4.2423,0.0000,,
,,LiCl,3.0100,303.1500,3.6530,0.0000,,
,,LiCl,5.0010,303.1500,3.1730,0.0000,,
,,LiCl,5.9980,303.1500,2.8423,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,19.2960,283.1500,0.1280,0.0000,,
,,LiCl,19.4560,288.1500,0.1930,0.0000,,
,,LiCl,19.6700,293.1500,0.2790,0.0000,,
,,LiCl,19.9350,298.1500,0.3840,0.0000,,
,,LiCl,20.2530,303.1500,0.5080,0.0000,,
,,LiCl,20.6200,308.1500,0.6440,0.0000,,
,,LiCl,21.0390,313.1500,0.7870,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,3.0100,303.1500,3.6800,0.0000,,
,,LiCl,3.0100,313.1500,6.4200,0.0000,,
,,LiCl,3.0100,323.1500,10.7800,0.0000,,
,,LiCl,3.0100,333.1500,17.4700,0.0000,,
,,LiCl,3.0100,343.1500,27.4100,0.0000,,
,,LiCl,4.9990,303.1500,3.1900,0.0000,,
,,LiCl,4.9990,313.1500,5.5600,0.0000,,
,,LiCl,4.9990,323.1500,9.3400,0.0000,,
,,LiCl,4.9990,333.1500,15.1300,0.0000,,
,,LiCl,4.9990,343.1500,23.7500,0.0000,,
,,LiCl,5.9980,303.1500,2.8900,0.0000,,
,,LiCl,5.9980,313.1500,5.0600,0.0000,,
,,LiCl,5.9980,323.1500,8.5100,0.0000,,
,,LiCl,5.9980,333.1500,13.8200,0.0000,,
,,LiCl,5.9980,343.1500,21.7500,0.0000,,
,,LiCl,7.8560,303.1500,2.3400,0.0000,,
,,LiCl,7.8560,313.1500,4.1200,0.0000,,
,,LiCl,7.8560,323.1500,6.9800,0.0000,,
,,LiCl,7.8560,333.1500,11.4000,0.0000,,
,,LiCl,7.8560,343.1500,18.0500,0.0000,,
,,LiCl,10.1680,303.1500,1.7200,0.0000,,
,,LiCl,10.1680,313.1500,3.0700,0.0000,,
,,LiCl,10.1680,323.1500,5.2700,0.0000,,
,,LiCl,10.1680,333.1500,8.7000,0.0000,,
,,LiCl,10.1680,343.1500,13.9300,0.0000,,
,,LiCl,12.6930,303.1500,1.2000,0.0000,,
,,LiCl,12.6930,313.1500,2.1800,0.0000,,
,,LiCl,12.6930,323.1500,3.8000,0.0000,,
,,LiCl,12.6930,333.1500,6.3700,0.0000,,
,,LiCl,12.6930,343.1500,10.3600,0.0000,,
,,LiCl,15.6610,303.1500,0.8000,0.0000,,
,,LiCl,15.6610,313.1500,1.4800,0.0000,,
,,LiCl,15.6610,323.1500,2.6300,0.0000,,
,,LiCl,15.6610,333.1500,4.4800,0.0000,,
,,LiCl,15.6610,343.1500,7.4000,0.0000,,
,,LiCl,18.4560,303.1500,0.5800,0.0000,,
,,LiCl,18.4560,313.1500,1.0900,0.0000,,
,,LiCl,18.4560,323.1500,1.9600,0.0000,,
,,LiCl,18.4560,333.1500,3.3700,0.0000,,
,,LiCl,18.4560,343.1500,5.6600,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol %,Kelvin,kPa,,,
,,LiCl,2.2000,373.9500,100.0000,0.0000,,
,,LiCl,4.0000,375.3500,100.0000,0.0000,,
,,LiCl,6.3000,377.6500,100.0000,0.0000,,
,,LiCl,8.0000,379.6500,100.0000,0.0000,,
,,LiCl,10.2000,383.1500,100.0000,0.0000,,
,,LiCl,12.5000,387.2500,100.0000,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,Wt. %,Kelvin,kPa,,,
,,LiCl,10.0000,335.4500,20.0000,0.0000,,
,,LiCl,10.0000,351.6000,40.0000,0.0000,,
,,LiCl,10.0000,376.3000,101.3000,0.0000,,
,,LiCl,20.0000,340.8100,20.0000,0.0000,,
,,LiCl,20.0000,357.1700,40.0000,0.0000,,
,,LiCl,20.0000,382.7700,101.3000,0.0000,,
,,LiCl,30.0000,351.4700,20.0000,0.0000,,
,,LiCl,30.0000,368.3800,40.0000,0.0000,,
,,LiCl,30.0000,394.4700,101.3000,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,3.4960,348.1500,32.8400,0.0000,,
,,LiCl,3.4960,353.1500,40.7200,0.0000,,
,,LiCl,3.4960,358.1500,49.8700,0.0000,,
,,LiCl,3.4960,363.1500,60.9000,0.0000,,
,,LiCl,3.4960,368.1500,73.4700,0.0000,,
,,LiCl,5.6290,348.1500,27.9500,0.0000,,
,,LiCl,5.6290,353.1500,34.6800,0.0000,,
,,LiCl,5.6290,358.1500,42.4000,0.0000,,
,,LiCl,5.6290,363.1500,51.9900,0.0000,,
,,LiCl,5.6290,368.1500,62.5200,0.0000,,
,,LiCl,6.9540,348.1500,24.6100,0.0000,,
,,LiCl,6.9540,353.1500,30.6100,0.0000,,
,,LiCl,6.9540,358.1500,37.6200,0.0000,,
,,LiCl,6.9540,363.1500,46.1300,0.0000,,
,,LiCl,6.9540,368.1500,55.7600,0.0000,,
,,LiCl,8.4860,348.1500,21.0400,0.0000,,
,,LiCl,8.4860,353.1500,26.1500,0.0000,,
,,LiCl,8.4860,358.1500,32.2300,0.0000,,
,,LiCl,8.4860,363.1500,39.6000,0.0000,,
,,LiCl,8.4860,368.1500,47.9300,0.0000,,
,,LiCl,10.0080,348.1500,17.6900,0.0000,,
,,LiCl,10.0080,353.1500,22.1000,0.0000,,
,,LiCl,10.0080,358.1500,27.3000,0.0000,,
,,LiCl,10.0080,363.1500,33.6600,0.0000,,
,,LiCl,10.0080,368.1500,41.0100,0.0000,,
,,LiCl,11.9860,348.1500,14.1900,0.0000,,
,,LiCl,11.9860,353.1500,17.8100,0.0000,,
,,LiCl,11.9860,358.1500,22.1400,0.0000,,
,,LiCl,11.9860,363.1500,27.3600,0.0000,,
,,LiCl,11.9860,368.1500,33.5200,0.0000,,
,,LiCl,13.8400,348.1500,11.5100,0.0000,,
,,LiCl,13.8400,353.1500,14.5400,0.0000,,
,,LiCl,13.8400,358.1500,18.1300,0.0000,,
,,LiCl,13.8400,363.1500,22.5500,0.0000,,
,,LiCl,13.8400,368.1500,27.7100,0.0000,,
,,LiCl,16.2220,348.1500,8.9300,0.0000,,
,,LiCl,16.2220,353.1500,11.3800,0.0000,,
,,LiCl,16.2220,358.1500,14.1800,0.0000,,
,,LiCl,16.2220,363.1500,17.8700,0.0000,,
,,LiCl,16.2220,368.1500,22.0600,0.0000,,
,,LiCl,18.5750,348.1500,7.1300,0.0000,,
,,LiCl,18.5750,353.1500,9.1000,0.0000,,
,,LiCl,18.5750,358.1500,11.4000,0.0000,,
,,LiCl,18.5750,363.1500,14.3700,0.0000,,
,,LiCl,18.5750,368.1500,17.6800,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,g/100 g H2O,°C,mmHg,,,
,,LiCl,3.1900,50.0000,90.3800,0.0000,,
,,LiCl,3.2600,50.0000,90.3300,0.0000,,
,,LiCl,3.2800,50.0000,90.3200,0.0000,,
,,LiCl,3.3100,50.0000,90.2900,0.0000,,
,,LiCl,3.3300,50.0000,90.2700,0.0000,,
,,LiCl,3.3700,50.0000,90.2200,0.0000,,
,,LiCl,4.7300,30.0000,31.1800,0.0000,,
,,LiCl,4.7400,30.0000,31.1500,0.0000,,
,,LiCl,4.7800,30.0000,31.0600,0.0000,,
,,LiCl,4.8000,30.0000,30.9500,0.0000,,
,,LiCl,4.8200,30.0000,30.9000,0.0000,,
,,LiCl,4.8500,30.0000,30.8300,0.0000,,
,,LiCl,5.2100,50.0000,88.7600,0.0000,,
,,LiCl,7.0900,30.0000,30.1000,0.0000,,
,,LiCl,7.1300,30.0000,30.0500,0.0000,,
,,LiCl,9.0400,50.0000,85.1400,0.0000,,
,,LiCl,9.1100,50.0000,85.1300,0.0000,,
,,LiCl,14.2800,30.0000,27.5300,0.0000,,
,,LiCl,14.3700,30.0000,27.3500,0.0000,,
,,LiCl,15.1200,50.0000,78.5600,0.0000,,
,,LiCl,15.2500,50.0000,78.3800,0.0000,,
,,LiCl,15.3800,30.0000,26.3500,0.0000,,
,,LiCl,15.4100,50.0000,78.0300,0.0000,,
,,LiCl,15.5200,30.0000,26.4300,0.0000,,
,,LiCl,21.9600,70.0000,176.3300,0.0000,,
,,LiCl,22.1400,70.0000,175.6200,0.0000,,
,,LiCl,22.4000,70.0000,175.1600,0.0000,,
,,LiCl,22.5600,70.0000,174.6100,0.0000,,
,,LiCl,24.1900,30.0000,22.4200,0.0000,,
,,LiCl,24.3200,30.0000,24.2600,0.0000,,
,,LiCl,28.4200,50.0000,60.2800,0.0000,,
,,LiCl,28.6700,50.0000,59.9500,0.0000,,
,,LiCl,33.4000,30.0000,17.7400,0.0000,,
,,LiCl,33.5800,30.0000,17.6000,0.0000,,
,,LiCl,33.8400,30.0000,17.5500,0.0000,,
,,LiCl,34.0100,30.0000,17.4000,0.0000,,
,,LiCl,39.5500,70.0000,115.6200,0.0000,,
,,LiCl,39.8300,70.0000,114.5800,0.0000,,
,,LiCl,43.4400,50.0000,39.6000,0.0000,,
,,LiCl,43.7200,50.0000,39.2900,0.0000,,
,,LiCl,45.7900,30.0000,12.0500,0.0000,,
,,LiCl,45.9800,30.0000,11.9700,0.0000,,
,,LiCl,57.4100,30.0000,8.2100,0.0000,,
,,LiCl,57.5700,30.0000,8.1500,0.0000,,
,,LiCl,58.3300,50.0000,25.3500,0.0000,,
,,LiCl,58.6000,50.0000,25.1800,0.0000,,
,,LiCl,58.6300,70.0000,68.0300,0.0000,,
,,LiCl,59.1200,70.0000,67.3900,0.0000,,
,,LiCl,65.9600,50.0000,20.4700,0.0000,,
,,LiCl,66.1600,50.0000,20.3600,0.0000,,
,,LiCl,66.5100,30.0000,6.2100,0.0000,,
,,LiCl,66.6600,30.0000,6.1600,0.0000,,
,,LiCl,77.2400,50.0000,15.1900,0.0000,,
,,LiCl,77.5100,50.0000,15.0600,0.0000,,
,,LiCl,79.1600,30.0000,4.3900,0.0000,,
,,LiCl,79.2800,30.0000,4.3600,0.0000,,
,,LiCl,79.4200,30.0000,4.3500,0.0000,,
,,LiCl,79.5000,30.0000,4.3300,0.0000,,
,,LiCl,79.5900,50.0000,14.3100,0.0000,,
,,LiCl,79.7500,50.0000,14.2700,0.0000,,
,,LiCl,79.8300,50.0000,14.3000,0.0000,,
,,LiCl,79.9900,50.0000,14.2900,0.0000,,
,,LiCl,80.0100,50.0000,14.1800,0.0000,,
,,LiCl,80.1600,50.0000,14.1100,0.0000,,
,,LiCl,80.3500,50.0000,14.0500,0.0000,,
,,LiCl,80.5100,50.0000,13.9900,0.0000,,
,,LiCl,83.8700,70.0000,37.4400,0.0000,,
,,LiCl,84.2000,70.0000,37.0400,0.0000,,
,,LiCl,85.2000,30.0000,3.6100,0.0000,,
,,LiCl,85.2000,30.0000,3.5800,0.0000,,
,,LiCl,85.2000,30.0000,3.5800,0.0000,,
,,LiCl,85.2000,30.0000,3.5700,0.0000,,
,,LiCl,90.1700,50.0000,11.4200,0.0000,,
,,LiCl,90.4100,50.0000,11.3600,0.0000,,
,,LiCl,93.1000,50.0000,10.3700,0.0000,,
,,LiCl,93.1000,50.0000,10.3700,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol %,Kelvin,mmHg,,,
,,LiCl,0.5000,298.1500,22.2000,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.0000,333.1500,19.9160,0.0000,,
,,LiCl,0.8850,333.1500,19.2490,0.0000,,
,,LiCl,1.6050,333.1500,18.6890,0.0000,,
,,LiCl,2.1870,333.1500,18.2490,0.0000,,
,,LiCl,2.6280,333.1500,17.8090,0.0000,,
,,LiCl,3.1440,333.1500,17.2230,0.0000,,
,,LiCl,3.4180,333.1500,16.9830,0.0000,,
,,LiCl,4.1080,333.1500,16.1830,0.0000,,
,,LiCl,4.5070,333.1500,15.6490,0.0000,,
,,LiCl,4.9520,333.1500,15.1830,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.0000,303.1500,4.2420,0.0000,,
,,LiCl,3.0100,303.1500,3.6420,0.0000,,
,,LiCl,4.9990,303.1500,3.1730,0.0000,,
,,LiCl,5.9980,303.1500,2.8420,0.0000,,
,,LiCl,7.8560,303.1500,2.3350,0.0000,,
,,LiCl,10.1680,303.1500,1.7360,0.0000,,
,,LiCl,12.6930,303.1500,1.2130,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.0000,298.1500,3.1667,0.0000,,
,,LiCl,0.1004,298.1500,3.1629,0.0000,,
,,LiCl,0.2185,298.1500,3.1508,0.0000,,
,,LiCl,0.4040,298.1500,3.1320,0.0000,,
,,LiCl,0.6082,298.1500,3.1129,0.0000,,
,,LiCl,0.8142,298.1500,3.0886,0.0000,,
,,LiCl,1.0216,298.1500,3.0654,0.0000,,
,,LiCl,1.5471,298.1500,2.9863,0.0000,,
,,LiCl,2.0845,298.1500,2.8999,0.0000,,
,,LiCl,2.6327,298.1500,2.8144,0.0000,,
,,LiCl,3.1940,298.1500,2.7158,0.0000,,
,,LiCl,3.7687,298.1500,2.6123,0.0000,,
,,LiCl,4.3576,298.1500,2.5047,0.0000,,
,,LiCl,4.9582,298.1500,2.3581,0.0000,,
,,LiCl,5.5749,298.1500,2.2097,0.0000,,
,,LiCl,6.2074,298.1500,2.0788,0.0000,,
,,LiCl,6.8567,298.1500,1.9414,0.0000,,
,,LiCl,7.5199,298.1500,1.7781,0.0000,,
,,LiCl,8.2002,298.1500,1.6364,0.0000,,
,,LiCl,9.6109,298.1500,1.3679,0.0000,,
,,LiCl,11.0955,298.1500,1.0727,0.0000,,
,,LiCl,12.6577,298.1500,0.8517,0.0000,,
,,LiCl,14.3221,298.1500,0.6738,0.0000,,
,,LiCl,16.0508,298.1500,0.5337,0.0000,,
,,LiCl,17.8635,298.1500,0.4270,0.0000,,
,,LiCl,19.2186,298.1500,0.3693,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol %,Kelvin,kPa,,,
,,LiCl,1.5700,333.1500,19.2891,0.0000,,
,,LiCl,2.8100,333.1500,18.7211,0.0000,,
,,LiCl,3.7900,333.1500,18.2025,0.0000,,
,,LiCl,4.5200,333.1500,17.7799,0.0000,,
,,LiCl,5.3600,333.1500,17.2506,0.0000,,
,,LiCl,5.8000,333.1500,16.9626,0.0000,,
,,LiCl,6.8900,333.1500,16.1747,0.0000,,
,,LiCl,7.5100,333.1500,15.7054,0.0000,,
,,LiCl,8.1900,333.1500,15.1454,0.0000,,
,,LiCl,8.7400,333.1500,14.6868,0.0000,,
,,LiCl,9.3700,333.1500,14.1748,0.0000,,
,,LiCl,10.4500,333.1500,13.1616,0.0000,,
,,LiCl,11.0600,333.1500,12.6336,0.0000,,
,,LiCl,12.5600,333.1500,11.2004,0.0000,,
,,LiCl,12.5900,333.1500,11.1831,0.0000,,
,,LiCl,13.8200,333.1500,10.0725,0.0000,,
,,LiCl,18.0900,333.1500,6.6221,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.4479,323.1500,12.1417,0.0000,,
,,LiCl,0.4479,348.1500,37.9435,0.0000,,
,,LiCl,0.4479,373.1500,99.4278,0.0000,,
,,LiCl,0.4491,398.1500,228.4730,0.0000,,
,,LiCl,0.4500,423.1500,468.6530,0.0000,,
,,LiCl,1.0039,323.1500,11.8844,0.0000,,
,,LiCl,1.0039,348.1500,37.1689,0.0000,,
,,LiCl,1.0040,373.1500,97.7106,0.0000,,
,,LiCl,1.0049,398.1500,223.8930,0.0000,,
,,LiCl,1.0064,423.1500,459.6110,0.0000,,
,,LiCl,1.4000,323.1500,11.6884,0.0000,,
,,LiCl,1.4000,348.1500,36.5876,0.0000,,
,,LiCl,1.4003,373.1500,96.0947,0.0000,,
,,LiCl,1.4010,398.1500,220.4960,0.0000,,
,,LiCl,1.4052,423.1500,452.8910,0.0000,,
,,LiCl,1.8961,323.1500,11.4164,0.0000,,
,,LiCl,1.8961,348.1500,35.8264,0.0000,,
,,LiCl,1.8969,373.1500,94.1642,0.0000,,
,,LiCl,1.8980,398.1500,215.7680,0.0000,,
,,LiCl,1.9018,423.1500,443.6370,0.0000,,
,,LiCl,2.9354,323.1500,10.8618,0.0000,,
,,LiCl,2.9354,348.1500,34.1265,0.0000,,
,,LiCl,2.9359,373.1500,89.4753,0.0000,,
,,LiCl,2.9365,398.1500,206.9620,0.0000,,
,,LiCl,2.9416,423.1500,424.6330,0.0000,,
,,LiCl,3.2014,323.1500,10.5951,0.0000,,
,,LiCl,3.2014,348.1500,33.6759,0.0000,,
,,LiCl,3.2020,373.1500,88.0287,0.0000,,
,,LiCl,3.2030,398.1500,201.3590,0.0000,,
,,LiCl,3.2075,423.1500,415.6950,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,Wt. %,Kelvin,kPa,,,
,,LiCl,14.8600,293.4300,1.8785,0.0000,,
,,LiCl,19.3200,293.4300,1.6385,0.0000,,
,,LiCl,26.1400,293.4300,1.1999,0.0000,,
,,LiCl,31.9400,293.4300,0.8199,0.0000,,
,,LiCl,35.8200,293.4300,0.6093,0.0000,,
,,LiCl,35.8400,293.4300,0.6040,0.0000,,
,,LiCl,40.4900,293.4300,0.4093,0.0000,,
,,LiCl,43.8500,293.4300,0.3000,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol/kg H2O,Kelvin,kPa,,,
,,LiCl,0.0968,293.1500,2.3299,0.0000,,
,,LiCl,0.1842,293.1500,2.3230,0.0000,,
,,LiCl,0.2952,293.1500,2.3142,0.0000,,
,,LiCl,0.3862,293.1500,2.3067,0.0000,,
,,LiCl,0.4782,293.1500,2.2991,0.0000,,
,,LiCl,0.5897,293.1500,2.2897,0.0000,,
,,LiCl,0.7257,293.1500,2.2781,0.0000,,
,,LiCl,0.7810,293.1500,2.2734,0.0000,,
,,LiCl,0.9628,293.1500,2.2605,0.0000,,
,,LiCl,1.0316,293.1500,2.2505,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,mol %,°C,mmHg,,,
,,LiCl,0.0000,75.1000,290.6000,0.0000,,
,,LiCl,3.1000,75.1000,268.0000,0.0000,,
,,LiCl,5.0000,75.1000,250.8000,0.0000,,
,,LiCl,7.0000,75.1000,226.1000,0.0000,,
,,LiCl,10.0000,75.1000,182.4000,0.0000,,
,,LiCl,15.0000,75.1000,103.9000,0.0000,,
,,LiCl,20.0000,75.1000,51.9000,0.0000,,
Component 1,LiCl,LiCl,,,,,,
,,LiCl,Wt. %,Kelvin,kPa,,,
,,LiCl,12.9070,303.1500,3.5757,0.0000,,
,,LiCl,12.9070,313.1500,6.2382,0.0000,,
,,LiCl,12.9070,323.1500,10.4645,0.0000,,
,,LiCl,12.9070,333.1500,16.9466,0.0000,,
,,LiCl,12.9070,343.1500,26.5818,0.0000,,
,,LiCl,12.9070,353.1500,40.5127,0.0000,,
,,LiCl,12.9070,363.1500,60.1497,0.0000,,
,,LiCl,12.9070,373.1500,87.1995,0.0000,,
,,LiCl,19.2650,303.1500,3.0038,0.0000,,
,,LiCl,19.2650,313.1500,5.2489,0.0000,,
,,LiCl,19.2650,323.1500,8.8206,0.0000,,
,,LiCl,19.2650,333.1500,14.3095,0.0000,,
,,LiCl,19.2650,343.1500,22.4888,0.0000,,
,,LiCl,19.2650,353.1500,34.3452,0.0000,,
,,LiCl,19.2650,363.1500,51.0985,0.0000,,
,,LiCl,19.2650,373.1500,74.2352,0.0000,,
,,LiCl,22.7680,303.1500,2.6078,0.0000,,
,,LiCl,22.7680,313.1500,4.5743,0.0000,,
,,LiCl,22.7680,323.1500,7.7154,0.0000,,
,,LiCl,22.7680,333.1500,12.5643,0.0000,,
,,LiCl,22.7680,343.1500,19.8210,0.0000,,
,,LiCl,22.7680,353.1500,30.3802,0.0000,,
,,LiCl,22.7680,363.1500,45.3629,0.0000,,
,,LiCl,22.7680,373.1500,66.1359,0.0000,,
,,LiCl,26.4560,303.1500,2.1625,0.0000,,
,,LiCl,26.4560,313.1500,3.8184,0.0000,,
,,LiCl,26.4560,323.1500,6.4821,0.0000,,
,,LiCl,26.4560,333.1500,10.6218,0.0000,,
,,LiCl,26.4560,343.1500,16.8586,0.0000,,
,,LiCl,26.4560,353.1500,25.9952,0.0000,,
,,LiCl,26.4560,363.1500,39.0408,0.0000,,
,,LiCl,26.4560,373.1500,57.2433,0.0000,,
,,LiCl,29.7880,303.1500,1.7639,0.0000,,
,,LiCl,29.7880,313.1500,3.1397,0.0000,,
,,LiCl,29.7880,323.1500,5.3729,0.0000,,
,,LiCl,29.7880,333.1500,8.8726,0.0000,,
,,LiCl,29.7880,343.1500,14.1882,0.0000,,
,,LiCl,29.7880,353.1500,22.0382,0.0000,,
,,LiCl,29.7880,363.1500,33.3333,0.0000,,
,,LiCl,29.7880,373.1500,49.2093,0.0000,,
,,LiCl,33.6920,303.1500,1.3346,0.0000,,
,,LiCl,33.6920,313.1500,2.4038,0.0000,,
,,LiCl,33.6920,323.1500,4.1623,0.0000,,
,,LiCl,33.6920,333.1500,6.9541,0.0000,,
,,LiCl,33.6920,343.1500,11.2444,0.0000,,
,,LiCl,33.6920,353.1500,17.6519,0.0000,,
,,LiCl,33.6920,363.1500,26.9765,0.0000,,
,,LiCl,33.6920,373.1500,40.2234,0.0000,,
,,LiCl,36.9760,303.1500,1.0266,0.0000,,
,,LiCl,36.9760,313.1500,1.8719,0.0000,,
,,LiCl,36.9760,323.1500,3.2784,0.0000,,
,,LiCl,36.9760,333.1500,5.5382,0.0000,,
,,LiCl,36.9760,343.1500,9.0526,0.0000,,
,,LiCl,36.9760,353.1500,14.3588,0.0000,,
,,LiCl,36.9760,363.1500,22.1595,0.0000,,
,,LiCl,36.9760,373.1500,33.3573,0.0000,,
,,LiCl,40.7560,303.1500,0.7479,0.0000,,
,,LiCl,40.7560,313.1500,1.3839,0.0000,,
,,LiCl,40.7560,323.1500,2.4585,0.0000,,
,,LiCl,40.7560,333.1500,4.2103,0.0000,,
,,LiCl,40.7560,343.1500,6.9688,0.0000,,
,,LiCl,40.7560,353.1500,11.1884,0.0000,,
,,LiCl,40.7560,363.1500,17.4679,0.0000,,
,,LiCl,40.7560,373.1500,26.5845,0.0000,,
,,LiCl,44.1860,303.1500,0.5706,0.0000,,
,,LiCl,44.1860,313.1500,1.0679,0.0000,,
,,LiCl,44.1860,323.1500,1.9198,0.0000,,
,,LiCl,44.1860,333.1500,3.3224,0.0000,,
,,LiCl,44.1860,343.1500,5.5529,0.0000,,
,,LiCl,44.1860,353.1500,8.9966,0.0000,,
,,LiCl,44.1860,363.1500,14.1668,0.0000,,
,,LiCl,44.1860,373.1500,21.7355,0.0000,,
Component 1,Na2CO3,Na2CO3,,,,,,
,,Na2CO3,Wt. %,°C,atm,,,
,,Na2CO3,0.9710,100.1150,1.0000,0.0000,,
,,Na2CO3,1.9990,100.2200,1.0000,0.0000,,
,,Na2CO3,2.9780,100.3250,1.0000,0.0000,,
,,Na2CO3,3.9810,100.4270,1.0000,0.0000,,
,,Na2CO3,4.9680,100.5310,1.0000,0.0000,,
,,Na2CO3,6.0430,100.6410,1.0000,0.0000,,
,,Na2CO3,7.0580,100.7410,1.0000,0.0000,,
,,Na2CO3,8.1070,100.8560,1.0000,0.0000,,
,,Na2CO3,9.0960,100.9630,1.0000,0.0000,,
,,Na2CO3,10.0870,101.0770,1.0000,0.0000,,
,,Na2CO3,11.0950,101.1900,1.0000,0.0000,,
,,Na2CO3,12.1170,101.3020,1.0000,0.0000,,
,,Na2CO3,12.9790,101.4110,1.0000,0.0000,,
,,Na2CO3,14.0470,101.5340,1.0000,0.0000,,
,,Na2CO3,15.0190,101.6530,1.0000,0.0000,,
Component 1,Na2CO3,Na2CO3,,,,,,
,,Na2CO3,Wt. %,°C,kPa,,,
,,Na2CO3,10.0000,27.3000,3.4800,0.0000,,
,,Na2CO3,10.0000,31.6400,4.4800,0.0000,,
,,Na2CO3,10.0000,36.8500,5.9800,0.0000,,
,,Na2CO3,10.0000,43.4200,8.4800,0.0000,,
