Component,Chemical Formula,salt,Concentration,Temperature,Pressure,Pressure 1,Concentration 2,Pressure 2
,,MgSO4,4.0000,346.6500,31.6000,0.0000,,
,,MgSO4,4.0000,350.1500,36.8000,0.0000,,
,,MgSO4,4.0000,353.1500,41.3000,0.0000,,
,,MgSO4,4.0000,355.7500,46.3000,0.0000,,
,,MgSO4,4.0000,358.2500,51.3000,0.0000,,
,,MgSO4,4.0000,360.5500,56.3000,0.0000,,
,,MgSO4,4.0000,362.7500,61.3000,0.0000,,
,,MgSO4,4.0000,364.6500,66.3000,0.0000,,
,,MgSO4,4.0000,366.7500,71.3000,0.0000,,
,,MgSO4,4.0000,368.7500,76.3000,0.0000,,
,,MgSO4,4.0000,370.5500,81.3000,0.0000,,
,,MgSO4,4.0000,372.1500,86.3000,0.0000,,
,,MgSO4,4.0000,373.6500,91.3000,0.0000,,
,,MgSO4,4.0000,375.0500,96.3000,0.0000,,
,,MgSO4,4.0000,376.4500,101.3000,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,Wt. %,°C,atm,,,
,,CaCl2,1.0450,100.1100,1.0000,0.0000,,
,,CaCl2,2.0890,100.2220,1.0000,0.0000,,
,,CaCl2,3.2310,100.3600,1.0000,0.0000,,
,,CaCl2,4.0000,100.4620,1.0000,0.0000,,
,,CaCl2,5.1510,100.5970,1.0000,0.0000,,
,,CaCl2,6.1230,100.7420,1.0000,0.0000,,
,,CaCl2,7.0870,100.8940,1.0000,0.0000,,
,,CaCl2,8.1290,101.0580,1.0000,0.0000,,
,,CaCl2,8.8600,101.2070,1.0000,0.0000,,
,,CaCl2,10.0310,101.4350,1.0000,0.0000,,
,,CaCl2,10.8940,101.6430,1.0000,0.0000,,
,,CaCl2,11.7380,101.8310,1.0000,0.0000,,
,,CaCl2,12.8260,102.0440,1.0000,0.0000,,
,,CaCl2,14.2360,102.4090,1.0000,0.0000,,
,,CaCl2,15.4230,102.6930,1.0000,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,mol/kg H2O,Kelvin,kPa,,,
,,CaCl2,0.9568,339.6000,25.2300,0.0000,,
,,CaCl2,0.9568,353.5000,45.4200,0.0000,,
,,CaCl2,0.9568,363.2000,65.9400,0.0000,,
,,CaCl2,0.9568,372.8000,94.3100,0.0000,,
,,CaCl2,0.9568,379.3000,118.6600,0.0000,,
,,CaCl2,0.9568,385.2000,144.2200,0.0000,,
,,CaCl2,0.9568,388.8000,163.1300,0.0000,,
,,CaCl2,2.0590,323.1000,10.6200,0.0000,,
,,CaCl2,2.0590,343.1000,26.6100,0.0000,,
,,CaCl2,2.0590,355.9000,45.3200,0.0000,,
,,CaCl2,2.0590,367.3000,70.2100,0.0000,,
,,CaCl2,2.0590,375.4000,94.8400,0.0000,,
,,CaCl2,2.0590,382.5000,121.1600,0.0000,,
,,CaCl2,2.0590,386.7000,139.8900,0.0000,,
,,CaCl2,2.0590,390.5000,157.9900,0.0000,,
,,CaCl2,3.0840,323.1000,9.2800,0.0000,,
,,CaCl2,3.0840,344.6000,25.0900,0.0000,,
,,CaCl2,3.0840,357.4000,42.5500,0.0000,,
,,CaCl2,3.0840,369.9000,68.6500,0.0000,,
,,CaCl2,3.0840,378.9000,95.3600,0.0000,,
,,CaCl2,3.0840,386.7000,124.6400,0.0000,,
,,CaCl2,3.0840,394.5000,160.8000,0.0000,,
,,CaCl2,4.0860,322.7000,7.7300,0.0000,,
,,CaCl2,4.0860,348.8000,25.4900,0.0000,,
,,CaCl2,4.0860,363.1000,45.5100,0.0000,,
,,CaCl2,4.0860,373.5000,67.8500,0.0000,,
,,CaCl2,4.0860,382.5000,93.5600,0.0000,,
,,CaCl2,4.0860,388.5000,115.4900,0.0000,,
,,CaCl2,4.0860,394.4000,139.7400,0.0000,,
,,CaCl2,4.0860,398.5000,159.6300,0.0000,,
,,CaCl2,5.0020,322.9000,6.4500,0.0000,,
,,CaCl2,5.0020,348.3000,21.3700,0.0000,,
,,CaCl2,5.0020,363.7000,40.1900,0.0000,,
,,CaCl2,5.0020,375.4000,63.3600,0.0000,,
,,CaCl2,5.0020,384.3000,87.3800,0.0000,,
,,CaCl2,5.0020,391.4000,111.6900,0.0000,,
,,CaCl2,5.0020,396.2000,130.4700,0.0000,,
,,CaCl2,5.0020,402.7000,160.6100,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,mol/kg H2O,Kelvin,kPa,,,
,,CaCl2,1.0020,303.1500,3.9900,0.0000,,
,,CaCl2,1.0020,315.1500,6.9400,0.0000,,
,,CaCl2,1.0020,323.1500,11.6100,0.0000,,
,,CaCl2,1.0020,333.1500,18.7700,0.0000,,
,,CaCl2,1.0020,343.1500,29.3900,0.0000,,
,,CaCl2,2.2490,303.1500,3.5800,0.0000,,
,,CaCl2,2.2490,315.1500,6.2200,0.0000,,
,,CaCl2,2.2490,323.1500,10.4300,0.0000,,
,,CaCl2,2.2490,333.1500,16.8700,0.0000,,
,,CaCl2,2.2490,343.1500,26.4600,0.0000,,
,,CaCl2,3.0170,303.1500,3.1800,0.0000,,
,,CaCl2,3.0170,315.1500,5.5500,0.0000,,
,,CaCl2,3.0170,323.1500,9.3400,0.0000,,
,,CaCl2,3.0170,333.1500,15.1700,0.0000,,
,,CaCl2,3.0170,343.1500,23.8900,0.0000,,
,,CaCl2,3.8870,303.1500,2.7000,0.0000,,
,,CaCl2,3.8870,315.1500,4.7400,0.0000,,
,,CaCl2,3.8870,323.1500,8.0300,0.0000,,
,,CaCl2,3.8870,333.1500,13.1200,0.0000,,
,,CaCl2,3.8870,343.1500,20.7700,0.0000,,
,,CaCl2,4.9510,303.1500,2.1500,0.0000,,
,,CaCl2,4.9510,315.1500,3.8200,0.0000,,
,,CaCl2,4.9510,323.1500,6.5200,0.0000,,
,,CaCl2,4.9510,333.1500,10.7500,0.0000,,
,,CaCl2,4.9510,343.1500,17.1800,0.0000,,
,,CaCl2,6.0190,303.1500,1.7000,0.0000,,
,,CaCl2,6.0190,315.1500,3.0600,0.0000,,
,,CaCl2,6.0190,323.1500,5.2700,0.0000,,
,,CaCl2,6.0190,333.1500,8.7700,0.0000,,
,,CaCl2,6.0190,343.1500,14.1500,0.0000,,
,,CaCl2,6.7860,303.1500,1.4500,0.0000,,
,,CaCl2,6.7860,315.1500,2.6300,0.0000,,
,,CaCl2,6.7860,323.1500,4.5600,0.0000,,
,,CaCl2,6.7860,333.1500,7.6600,0.0000,,
,,CaCl2,6.7860,343.1500,12.4100,0.0000,,
,,CaCl2,7.8850,303.1500,1.2000,0.0000,,
,,CaCl2,7.8850,315.1500,2.2000,0.0000,,
,,CaCl2,7.8850,323.1500,3.8500,0.0000,,
,,CaCl2,7.8850,333.1500,6.5000,0.0000,,
,,CaCl2,7.8850,343.1500,10.6100,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,mol/kg H2O,Kelvin,mmHg,,,
,,CaCl2,0.0000,313.1500,55.2000,0.0000,,
,,CaCl2,0.0000,323.1500,92.4000,0.0000,,
,,CaCl2,0.0000,333.1500,149.3000,0.0000,,
,,CaCl2,0.0000,343.1500,233.8000,0.0000,,
,,CaCl2,0.0000,353.1500,55.4000,0.0000,,
,,CaCl2,0.1800,333.1500,145.0000,0.0000,,
,,CaCl2,0.3200,333.1500,149.3000,0.0000,,
,,CaCl2,0.3300,333.1500,149.2000,0.0000,,
,,CaCl2,0.3600,313.1500,55.1000,0.0000,,
,,CaCl2,0.4100,353.1500,352.1000,0.0000,,
,,CaCl2,0.4800,353.1500,351.8000,0.0000,,
,,CaCl2,0.5200,323.1500,90.4000,0.0000,,
,,CaCl2,0.5300,333.1500,143.7000,0.0000,,
,,CaCl2,0.5700,343.1500,233.0000,0.0000,,
,,CaCl2,0.5900,313.1500,55.0000,0.0000,,
,,CaCl2,0.6000,353.1500,351.0000,0.0000,,
,,CaCl2,0.6800,313.1500,54.9000,0.0000,,
,,CaCl2,0.9200,323.1500,90.2000,0.0000,,
,,CaCl2,0.9600,333.1500,146.8000,0.0000,,
,,CaCl2,1.0000,353.1500,346.2000,0.0000,,
,,CaCl2,1.0300,343.1500,228.0000,0.0000,,
,,CaCl2,1.0400,353.1500,346.0000,0.0000,,
,,CaCl2,1.1300,333.1500,145.7000,0.0000,,
,,CaCl2,1.1600,313.1500,54.6000,0.0000,,
,,CaCl2,1.3000,333.1500,144.0000,0.0000,,
,,CaCl2,1.3300,323.1500,88.9000,0.0000,,
,,CaCl2,1.3400,343.1500,226.3000,0.0000,,
,,CaCl2,1.3800,333.1500,141.3000,0.0000,,
,,CaCl2,1.4300,343.1500,227.0000,0.0000,,
,,CaCl2,1.4400,353.1500,342.9000,0.0000,,
,,CaCl2,1.6100,323.1500,88.5000,0.0000,,
,,CaCl2,1.8000,313.1500,52.2000,0.0000,,
,,CaCl2,1.8200,343.1500,222.8000,0.0000,,
,,CaCl2,2.1300,323.1500,86.8000,0.0000,,
,,CaCl2,2.2800,333.1500,139.5000,0.0000,,
,,CaCl2,2.3300,313.1500,52.0000,0.0000,,
,,CaCl2,2.3300,353.1500,334.6000,0.0000,,
,,CaCl2,2.3600,323.1500,86.2000,0.0000,,
,,CaCl2,2.4000,343.1500,217.2000,0.0000,,
,,CaCl2,2.6300,323.1500,85.7000,0.0000,,
,,CaCl2,2.6800,353.1500,328.8000,0.0000,,
,,CaCl2,2.7900,313.1500,50.4000,0.0000,,
,,CaCl2,2.9700,353.1500,323.7000,0.0000,,
,,CaCl2,3.0700,343.1500,211.4000,0.0000,,
,,CaCl2,3.1500,313.1500,49.7000,0.0000,,
,,CaCl2,3.1500,323.1500,83.0000,0.0000,,
,,CaCl2,3.6400,353.1500,316.0000,0.0000,,
,,CaCl2,3.8100,323.1500,80.4000,0.0000,,
,,CaCl2,3.8200,313.1500,48.2000,0.0000,,
,,CaCl2,3.9000,333.1500,129.0000,0.0000,,
,,CaCl2,3.9300,343.1500,201.7000,0.0000,,
,,CaCl2,4.1100,353.1500,304.1000,0.0000,,
,,CaCl2,4.1900,313.1500,46.5000,0.0000,,
,,CaCl2,4.6200,333.1500,124.0000,0.0000,,
,,CaCl2,4.7500,323.1500,75.3000,0.0000,,
,,CaCl2,4.7500,353.1500,295.2000,0.0000,,
,,CaCl2,4.8800,313.1500,45.5000,0.0000,,
,,CaCl2,5.0400,333.1500,119.3000,0.0000,,
,,CaCl2,5.1600,353.1500,287.6000,0.0000,,
,,CaCl2,5.6200,343.1500,181.2000,0.0000,,
,,CaCl2,5.7700,333.1500,112.8000,0.0000,,
,,CaCl2,6.0700,343.1500,175.6000,0.0000,,
,,CaCl2,6.1600,343.1500,186.8000,0.0000,,
,,CaCl2,6.2000,313.1500,40.2000,0.0000,,
,,CaCl2,6.2600,353.1500,264.4000,0.0000,,
,,CaCl2,6.3400,333.1500,108.9000,0.0000,,
,,CaCl2,6.4100,323.1500,66.3000,0.0000,,
,,CaCl2,6.9500,323.1500,65.0000,0.0000,,
,,CaCl2,7.0600,343.1500,160.5000,0.0000,,
,,CaCl2,7.0800,333.1500,100.3000,0.0000,,
,,CaCl2,7.4100,353.1500,240.9000,0.0000,,
,,CaCl2,7.7700,333.1500,94.8000,0.0000,,
,,CaCl2,7.9100,313.1500,34.7000,0.0000,,
,,CaCl2,8.3200,323.1500,55.4000,0.0000,,
,,CaCl2,8.5400,333.1500,81.5000,0.0000,,
,,CaCl2,8.9400,343.1500,134.0000,0.0000,,
,,CaCl2,9.3600,323.1500,48.6000,0.0000,,
,,CaCl2,9.3900,353.1500,198.9000,0.0000,,
,,CaCl2,9.6000,343.1500,125.0000,0.0000,,
,,CaCl2,10.1500,313.1500,27.8000,0.0000,,
,,CaCl2,11.1700,353.1500,170.6000,0.0000,,
,,CaCl2,11.2000,343.1500,107.2000,0.0000,,
,,CaCl2,11.5000,323.1500,38.4000,0.0000,,
,,CaCl2,12.4800,333.1500,59.6000,0.0000,,
,,CaCl2,12.7900,343.1500,94.0000,0.0000,,
,,CaCl2,13.1100,313.1500,20.7000,0.0000,,
,,CaCl2,13.1200,353.1500,143.4000,0.0000,,
,,CaCl2,14.0400,323.1500,30.5000,0.0000,,
,,CaCl2,14.7700,333.1500,48.0000,0.0000,,
,,CaCl2,15.1900,343.1500,76.5000,0.0000,,
,,CaCl2,15.9900,353.1500,112.8000,0.0000,,
,,CaCl2,16.8100,313.1500,13.9000,0.0000,,
,,CaCl2,17.1600,323.1500,22.7000,0.0000,,
,,CaCl2,17.4500,333.1500,38.4000,0.0000,,
,,CaCl2,17.7000,343.1500,60.0000,0.0000,,
,,CaCl2,18.3300,353.1500,96.4000,0.0000,,
,,CaCl2,20.7200,333.1500,28.7000,0.0000,,
,,CaCl2,20.8900,323.1500,16.3000,0.0000,,
,,CaCl2,21.3400,343.1500,43.2000,0.0000,,
,,CaCl2,21.7600,353.1500,75.5000,0.0000,,
,,CaCl2,22.3300,343.1500,42.1000,0.0000,,
,,CaCl2,22.6700,313.1500,11.1000,0.0000,,
,,CaCl2,24.9100,353.1500,63.2000,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,mol/kg H2O,Kelvin,MPa,,,
,,CaCl2,2.9485,473.1500,1.2886,0.0000,,
,,CaCl2,3.2204,498.1500,2.0909,0.0000,,
,,CaCl2,3.2225,498.1500,2.0902,0.0000,,
,,CaCl2,3.2598,523.1500,3.3049,0.0000,,
,,CaCl2,3.3137,473.1500,1.2474,0.0000,,
,,CaCl2,3.6029,473.1500,1.2129,0.0000,,
,,CaCl2,3.6082,498.1500,2.0232,0.0000,,
,,CaCl2,3.6872,523.1500,3.1991,0.0000,,
,,CaCl2,3.8195,473.1500,1.1890,0.0000,,
,,CaCl2,3.8206,473.1500,1.1889,0.0000,,
,,CaCl2,4.1057,498.1500,1.9352,0.0000,,
,,CaCl2,4.1510,523.1500,3.0804,0.0000,,
,,CaCl2,4.2717,523.1500,3.0489,0.0000,,
,,CaCl2,4.2798,413.1500,0.2461,0.0000,,
,,CaCl2,4.2884,433.1500,0.4304,0.0000,,
,,CaCl2,4.2917,453.1500,0.7141,0.0000,,
,,CaCl2,4.3871,443.1500,0.5520,0.0000,,
,,CaCl2,4.4034,473.1500,1.1227,0.0000,,
,,CaCl2,4.6618,413.1500,0.2342,0.0000,,
,,CaCl2,4.7112,498.1500,1.8325,0.0000,,
,,CaCl2,4.7580,473.1500,1.0844,0.0000,,
,,CaCl2,4.8648,453.1500,0.6715,0.0000,,
,,CaCl2,4.8655,523.1500,2.9079,0.0000,,
,,CaCl2,4.9050,433.1500,0.4002,0.0000,,
,,CaCl2,5.0487,498.1500,1.7762,0.0000,,
,,CaCl2,5.3140,413.1500,0.2156,0.0000,,
,,CaCl2,5.3247,523.1500,2.7980,0.0000,,
,,CaCl2,5.3855,498.1500,1.7263,0.0000,,
,,CaCl2,5.3873,498.1500,1.7266,0.0000,,
,,CaCl2,5.3907,498.1500,1.7275,0.0000,,
,,CaCl2,5.3987,423.1500,0.2858,0.0000,,
,,CaCl2,5.3993,523.1500,2.7766,0.0000,,
,,CaCl2,5.4360,433.1500,0.3759,0.0000,,
,,CaCl2,5.4365,473.1500,1.0143,0.0000,,
,,CaCl2,5.4386,433.1500,0.3758,0.0000,,
,,CaCl2,5.4882,453.1500,0.6276,0.0000,,
,,CaCl2,5.5927,498.1500,1.6914,0.0000,,
,,CaCl2,5.6059,443.1500,0.4808,0.0000,,
,,CaCl2,5.7678,433.1500,0.3619,0.0000,,
,,CaCl2,5.7765,413.1500,0.2032,0.0000,,
,,CaCl2,5.7789,413.1500,0.2032,0.0000,,
,,CaCl2,5.7977,453.1500,0.6070,0.0000,,
,,CaCl2,6.0753,523.1500,2.6220,0.0000,,
,,CaCl2,6.0789,473.1500,0.9516,0.0000,,
,,CaCl2,6.1859,413.1500,0.1926,0.0000,,
,,CaCl2,6.1876,413.1500,0.1933,0.0000,,
,,CaCl2,6.2540,433.1500,0.3428,0.0000,,
,,CaCl2,6.2844,453.1500,0.5763,0.0000,,
,,CaCl2,6.3102,498.1500,1.5842,0.0000,,
,,CaCl2,6.6291,523.1500,2.5049,0.0000,,
,,CaCl2,6.6886,413.1500,0.1812,0.0000,,
,,CaCl2,6.6943,413.1500,0.1813,0.0000,,
,,CaCl2,6.7747,413.1500,0.1790,0.0000,,
,,CaCl2,6.8191,433.1500,0.3212,0.0000,,
,,CaCl2,6.8434,473.1500,0.8832,0.0000,,
,,CaCl2,6.8518,473.1500,0.8832,0.0000,,
,,CaCl2,7.0854,453.1500,0.5298,0.0000,,
,,CaCl2,7.2809,498.1500,1.4512,0.0000,,
,,CaCl2,7.3184,413.1500,0.1679,0.0000,,
,,CaCl2,7.5055,473.1500,0.8281,0.0000,,
,,CaCl2,7.5248,473.1500,0.8280,0.0000,,
,,CaCl2,7.5430,433.1500,0.2964,0.0000,,
,,CaCl2,7.6349,523.1500,2.2995,0.0000,,
,,CaCl2,7.7480,498.1500,1.3954,0.0000,,
,,CaCl2,7.8797,413.1500,0.1578,0.0000,,
,,CaCl2,7.9355,433.1500,0.2839,0.0000,,
,,CaCl2,8.0179,453.1500,0.4823,0.0000,,
,,CaCl2,8.1474,523.1500,2.2080,0.0000,,
,,CaCl2,8.4636,473.1500,0.7560,0.0000,,
,,CaCl2,8.5002,498.1500,1.3016,0.0000,,
,,CaCl2,8.5200,413.1500,0.1453,0.0000,,
,,CaCl2,8.6693,453.1500,0.4515,0.0000,,
,,CaCl2,8.6701,453.1500,0.4514,0.0000,,
,,CaCl2,8.8267,433.1500,0.2584,0.0000,,
,,CaCl2,9.0743,413.1500,0.1362,0.0000,,
,,CaCl2,9.1322,453.1500,0.4311,0.0000,,
,,CaCl2,9.1443,523.1500,2.0313,0.0000,,
,,CaCl2,9.1863,523.1500,2.0263,0.0000,,
,,CaCl2,9.3055,473.1500,0.6988,0.0000,,
,,CaCl2,9.4520,498.1500,1.2006,0.0000,,
,,CaCl2,9.6915,413.1500,0.1271,0.0000,,
,,CaCl2,9.8948,523.1500,1.9043,0.0000,,
,,CaCl2,9.9058,433.1500,0.2314,0.0000,,
,,CaCl2,10.2138,473.1500,0.6432,0.0000,,
,,CaCl2,10.3891,413.1500,0.1170,0.0000,,
,,CaCl2,10.4300,498.1500,1.1007,0.0000,,
,,CaCl2,10.5365,453.1500,0.3762,0.0000,,
,,CaCl2,10.5721,473.1500,0.6224,0.0000,,
,,CaCl2,10.5743,473.1500,0.6226,0.0000,,
,,CaCl2,10.6588,523.1500,1.7960,0.0000,,
,,CaCl2,10.7017,433.1500,0.2132,0.0000,,
,,CaCl2,11.0762,413.1500,0.1084,0.0000,,
,,CaCl2,11.1178,473.1500,0.5921,0.0000,,
,,CaCl2,11.4729,433.1500,0.1960,0.0000,,
,,CaCl2,11.7293,498.1500,0.9854,0.0000,,
,,CaCl2,12.0802,453.1500,0.3249,0.0000,,
,,CaCl2,12.1100,473.1500,0.5425,0.0000,,
,,CaCl2,12.6244,433.1500,0.1749,0.0000,,
,,CaCl2,13.0355,523.1500,1.4910,0.0000,,
,,CaCl2,13.1628,498.1500,0.8765,0.0000,,
,,CaCl2,13.2773,453.1500,0.2905,0.0000,,
,,CaCl2,13.4491,473.1500,0.4810,0.0000,,
,,CaCl2,13.8152,433.1500,0.1552,0.0000,,
,,CaCl2,14.3782,433.1500,0.1474,0.0000,,
,,CaCl2,14.4009,498.1500,0.7874,0.0000,,
,,CaCl2,14.5800,498.1500,0.7752,0.0000,,
,,CaCl2,14.9097,453.1500,0.2502,0.0000,,
,,CaCl2,14.9348,473.1500,0.4246,0.0000,,
,,CaCl2,15.0428,433.1500,0.1375,0.0000,,
,,CaCl2,15.0832,523.1500,1.2789,0.0000,,
,,CaCl2,15.8106,523.1500,1.2088,0.0000,,
,,CaCl2,15.8932,453.1500,0.2284,0.0000,,
,,CaCl2,16.2962,498.1500,0.6836,0.0000,,
,,CaCl2,16.6622,473.1500,0.3675,0.0000,,
,,CaCl2,18.0470,473.1500,0.3255,0.0000,,
,,CaCl2,18.4621,523.1500,0.9744,0.0000,,
,,CaCl2,18.8001,498.1500,0.5465,0.0000,,
,,CaCl2,19.4061,523.1500,0.9285,0.0000,,
,,CaCl2,20.1277,498.1500,0.5041,0.0000,,
,,CaCl2,21.6372,523.1500,0.7932,0.0000,,
,,CaCl2,21.8803,498.1500,0.4413,0.0000,,
Component 1,CaCl2,CaCl2,,,,,,
,,CaCl2,mol/kg H2O,Kelvin,kPa,,,
,,CaCl2,1.0000,320.9500,11.3000,0.0000,,
,,CaCl2,1.0000,328.7500,16.3000,0.0000,,
,,CaCl2,1.0000,334.6500,21.3000,0.0000,,
,,CaCl2,1.0000,339.1500,26.3000,0.0000,,
,,CaCl2,1.0000,343.8500,31.3000,0.0000,,
,,CaCl2,1.0000,347.3500,36.3000,0.0000,,
,,CaCl2,1.0000,350.5500,41.3000,0.0000,,
,,CaCl2,1.0000,353.2500,46.3000,0.0000,,
,,CaCl2,1.0000,355.7500,51.3000,0.0000,,
,,CaCl2,1.0000,358.0500,56.3000,0.0000,,
,,CaCl2,1.0000,360.2500,61.3000,0.0000,,
,,CaCl2,1.0000,362.2500,66.3000,0.0000,,
,,CaCl2,1.0000,364.1500,71.3000,0.0000,,
,,CaCl2,1.0000,366.1500,76.3000,0.0000,,
,,CaCl2,1.0000,368.0500,81.3000,0.0000,,
,,CaCl2,1.0000,369.6500,86.3000,0.0000,,
,,CaCl2,1.0000,371.2500,91.3000,0.0000,,
,,CaCl2,1.0000,372.7500,96.3000,0.0000,,
,,CaCl2,1.0000,374.0500,101.3000,0.0000,,
,,CaCl2,2.0000,322.8500,11.3000,0.0000,,
,,CaCl2,2.0000,331.0500,16.3000,0.0000,,
,,CaCl2,2.0000,336.8500,21.3000,0.0000,,
,,CaCl2,2.0000,341.3500,26.3000,0.0000,,
,,CaCl2,2.0000,345.6500,31.3000,0.0000,,
,,CaCl2,2.0000,349.1500,36.3000,0.0000,,
,,CaCl2,2.0000,352.2500,41.3000,0.0000,,
,,CaCl2,2.0000,354.9500,46.3000,0.0000,,
,,CaCl2,2.0000,357.6500,51.3000,0.0000,,
,,CaCl2,2.0000,360.4500,56.3000,0.0000,,
,,CaCl2,2.0000,362.6500,61.3000,0.0000,,
,,CaCl2,2.0000,364.7500,66.3000,0.0000,,
,,CaCl2,2.0000,366.5500,71.3000,0.0000,,
,,CaCl2,2.0000,368.5500,76.3000,0.0000,,
,,CaCl2,2.0000,370.2500,81.3000,0.0000,,
,,CaCl2,2.0000,372.0500,86.3000,0.0000,,
,,CaCl2,2.0000,373.6500,91.3000,0.0000,,
,,CaCl2,2.0000,375.1500,96.3000,0.0000,,
,,CaCl2,2.0000,376.5500,101.3000,0.0000,,
,,CaCl2,3.0000,326.2500,11.3000,0.0000,,
,,CaCl2,3.0000,334.1500,16.3000,0.0000,,
,,CaCl2,3.0000,339.8500,21.3000,0.0000,,
,,CaCl2,3.0000,344.3500,26.3000,0.0000,,
,,CaCl2,3.0000,348.8500,31.3000,0.0000,,
,,CaCl2,3.0000,352.4500,36.3000,0.0000,,
,,CaCl2,3.0000,355.6500,41.3000,0.0000,,
,,CaCl2,3.0000,358.5500,46.3000,0.0000,,
,,CaCl2,3.0000,361.1500,51.3000,0.0000,,
,,CaCl2,3.0000,363.5500,56.3000,0.0000,,
,,CaCl2,3.0000,365.7500,61.3000,0.0000,,
,,CaCl2,3.0000,367.6500,66.3000,0.0000,,
,,CaCl2,3.0000,369.5500,71.3000,0.0000,,
,,CaCl2,3.0000,371.6500,76.3000,0.0000,,
,,CaCl2,3.0000,373.6500,81.3000,0.0000,,
,,CaCl2,3.0000,375.2500,86.3000,0.0000,,
,,CaCl2,3.0000,376.8500,91.3000,0.0000,,
,,CaCl2,3.0000,378.3500,96.3000,0.0000,,
,,CaCl2,3.0000,379.7500,101.3000,0.0000,,
,,CaCl2,4.0000,330.6500,11.3000,0.0000,,
,,CaCl2,4.0000,338.8500,16.5000,0.0000,,
,,CaCl2,4.0000,344.1500,21.3000,0.0000,,
,,CaCl2,4.0000,348.6500,26.3000,0.0000,,
,,CaCl2,4.0000,353.1500,31.3000,0.0000,,
,,CaCl2,4.0000,356.7500,36.3000,0.0000,,
,,CaCl2,4.0000,359.9500,41.3000,0.0000,,
,,CaCl2,4.0000,362.7500,46.3000,0.0000,,
,,CaCl2,4.0000,365.2500,51.3000,0.0000,,
,,CaCl2,4.0000,367.5500,56.3000,0.0000,,
,,CaCl2,4.0000,369.7500,61.3000,0.0000,,
,,CaCl2,4.0000,371.6500,66.3000,0.0000,,
,,CaCl2,4.0000,373.5500,71.3000,0.0000,,
,,CaCl2,4.0000,375.3500,76.3000,0.0000,,
,,CaCl2,4.0000,377.1500,81.3000,0.0000,,
,,CaCl2,4.0000,378.9500,86.3000,0.0000,,
,,CaCl2,4.0000,380.5500,91.3000,0.0000,,
,,CaCl2,4.0000,382.1500,96.3000,0.0000,,
,,CaCl2,4.0000,384.6500,101.3000,0.0000,,
,,CaCl2,5.0000,334.1500,11.3000,0.0000,,
,,CaCl2,5.0000,342.6500,16.5000,0.0000,,
,,CaCl2,5.0000,348.6500,21.3000,0.0000,,
,,CaCl2,5.0000,353.2500,26.3000,0.0000,,
,,CaCl2,5.0000,357.3500,31.3000,0.0000,,
,,CaCl2,5.0000,361.1500,36.3000,0.0000,,
,,CaCl2,5.0000,364.4500,41.3000,0.0000,,
,,CaCl2,5.0000,367.2500,46.3000,0.0000,,
,,CaCl2,5.0000,369.8500,51.3000,0.0000,,
,,CaCl2,5.0000,372.4500,56.3000,0.0000,,
,,CaCl2,5.0000,374.6500,61.3000,0.0000,,
,,CaCl2,5.0000,376.8500,66.3000,0.0000,,
,,CaCl2,5.0000,378.9500,71.3000,0.0000,,
,,CaCl2,5.0000,380.9500,76.3000,0.0000,,
,,CaCl2,5.0000,382.8500,81.3000,0.0000,,
,,CaCl2,5.0000,384.6500,86.3000,0.0000,,
,,CaCl2,5.0000,386.1500,91.3000,0.0000,,
,,CaCl2,5.0000,387.6500,96.3000,0.0000,,
,,CaCl2,5.0000,389.1500,101.3000,0.0000,,
,,CaCl2,6.0000,338.3500,11.3000,0.0000,,
,,CaCl2,6.0000,346.3500,16.3000,0.0000,,
,,CaCl2,6.0000,352.5500,21.3000,0.0000,,
,,CaCl2,6.0000,357.3500,26.3000,0.0000,,
,,CaCl2,6.0000,361.5500,31.3000,0.0000,,
,,CaCl2,6.0000,364.9500,36.3000,0.0000,,
,,CaCl2,6.0000,368.4500,41.3000,0.0000,,
,,CaCl2,6.0000,371.3500,46.3000,0.0000,,
,,CaCl2,6.0000,373.9500,51.3000,0.0000,,
,,CaCl2,6.0000,376.5500,56.3000,0.0000,,
,,CaCl2,6.0000,379.1500,61.3000,0.0000,,
,,CaCl2,6.0000,381.1500,66.3000,0.0000,,
,,CaCl2,6.0000,383.1500,71.3000,0.0000,,
,,CaCl2,6.0000,385.1500,76.3000,0.0000,,
,,CaCl2,6.0000,387.0500,81.3000,0.0000,,
,,CaCl2,6.0000,388.7500,86.3000,0.0000,,
,,CaCl2,6.0000,390.3500,91.3000,0.0000,,
,,CaCl2,6.0000,391.8500,96.3000,0.0000,,
,,CaCl2,6.0000,393.3500,101.3000,0.0000,,
Component 1,LiHCO3,LiHCO3+Li2CO3,,,,,,
Component 2,Li2CO3,LiHCO3+Li2CO3,,,,,,
,,LiHCO3+Li2CO3,mol/kg H2O,°C,atm,,,
,,LiHCO3+Li2CO3,0.0047,37.0000,0.0000,0.0000,0.0004,0.0000
,,LiHCO3+Li2CO3,0.0074,37.0000,0.0000,0.0000,0.0012,0.0000
,,LiHCO3+Li2CO3,0.0076,37.0000,0.0000,0.0000,0.0011,0.0000
