#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
87.4%	874000	-568576.2027664185	298.38207651703095	1.55e+03
87.5%	875000	-568334.260925293	318.2535213979668	1.55e+03
87.6%	876000	-568342.1560058594	290.6003384164748	1.55e+03
87.7%	877000	-568521.8737792969	291.3729998191142	1.55e+03
87.8%	878000	-568283.0723876953	299.7384614470897	1.55e+03
87.9%	879000	-568588.3432006836	305.54261633269783	1.55e+03
88.0%	880000	-568458.13671875	301.9898934973264	1.55e+03
88.1%	881000	-568530.7021484375	303.9613729514739	1.55e+03
88.2%	882000	-568359.6749572754	302.46993369866107	1.55e+03
88.3%	883000	-568639.1058349609	297.3793183942037	1.55e+03
88.4%	884000	-568567.8508300781	301.31150290079665	1.55e+03
88.5%	885000	-568326.3949584961	303.87338589905346	1.55e+03
88.6%	886000	-568531.1875	305.20141892714594	1.55e+03
88.7%	887000	-568574.0706481934	313.422753794627	1.55e+03
88.8%	888000	-568497.2888793945	302.0508897299428	1.55e+03
88.9%	889000	-568526.275390625	296.84897723891896	1.55e+03
89.0%	890000	-568460.9782714844	303.07201684325196	1.55e+03
89.1%	891000	-568298.5306396484	302.3077159091066	1.55e+03
89.2%	892000	-568537.5764770508	305.72737587788464	1.55e+03
89.3%	893000	-568417.4935913086	301.7605759596354	1.55e+03
89.4%	894000	-568456.0574951172	298.40742807212916	1.55e+03
89.5%	895000	-568660.3502197266	299.30979214918466	1.55e+03
89.6%	896000	-568479.6473388672	297.7186065831944	1.55e+03
89.7%	897000	-568521.9722900391	296.66990708797624	1.55e+03
89.8%	898000	-568369.5159912109	283.93903497710244	1.55e+03
89.9%	899000	-568599.2263793945	282.25615061977004	1.55e+03
90.0%	900000	-568360.6887207031	307.4495727434299	1.55e+03
90.1%	901000	-568648.9365844727	295.3858194667543	1.55e+03
90.2%	902000	-568491.7556152344	298.539677890775	1.55e+03
90.3%	903000	-568382.6351928711	304.60273562800944	1.55e+03
90.4%	904000	-568444.9320678711	304.2326285624534	1.55e+03
90.5%	905000	-568369.0112304688	294.7324163149208	1.55e+03
90.6%	906000	-568709.1107788086	299.07627227815595	1.55e+03
90.7%	907000	-568569.9633178711	298.6802202664554	1.55e+03
90.8%	908000	-568352.5539550781	299.49605971570185	1.55e+03
90.9%	909000	-568435.4958496094	303.57648980686747	1.55e+03
91.0%	910000	-568370.2467041016	310.6385521271873	1.55e+03
91.1%	911000	-568468.6916503906	293.20567855109755	1.55e+03
91.2%	912000	-568376.3402099609	296.8958233829938	1.55e+03
91.3%	913000	-568535.1671142578	304.04458140200575	1.55e+03
91.4%	914000	-568419.7961730957	297.9837532125541	1.55e+03
91.5%	915000	-568413.7908935547	300.0348543319934	1.55e+03
91.6%	916000	-568317.0148925781	297.12712452263617	1.55e+03
91.7%	917000	-568323.4860839844	315.8618369055433	1.55e+03
91.8%	918000	-568467.4806518555	303.42218833211894	1.55e+03
91.9%	919000	-568374.3189086914	300.6945120841582	1.55e+03
92.0%	920000	-568324.8306274414	306.6505128277627	1.55e+03
92.1%	921000	-568392.0545959473	306.85560802888125	1.55e+03
92.2%	922000	-568676.4506225586	293.84995468023425	1.55e+03
92.3%	923000	-568645.8408203125	297.15073601676545	1.55e+03
92.4%	924000	-568564.3051757812	293.53295238105596	1.55e+03
92.5%	925000	-568440.2692260742	304.799511884513	1.55e+03
92.6%	926000	-568301.9441452026	308.17532703361985	1.55e+03
92.7%	927000	-568490.1765136719	287.73290481234716	1.55e+03
92.8%	928000	-568512.143371582	297.90958164154404	1.55e+03
92.9%	929000	-568448.1427001953	296.84502179786597	1.55e+03
93.0%	930000	-568372.2528686523	302.5366864037651	1.55e+03
93.1%	931000	-568435.8779602051	296.6660463285246	1.55e+03
93.2%	932000	-568332.8359375	295.87850010846205	1.55e+03
93.3%	933000	-568480.036026001	294.1807847217498	1.55e+03
93.4%	934000	-568455.5252990723	300.7747065024885	1.55e+03
93.5%	935000	-568445.3869628906	296.27272358166	1.55e+03
93.6%	936000	-568419.5666351318	297.6960087977555	1.55e+03
93.7%	937000	-568495.1104736328	291.2850611323486	1.55e+03
93.8%	938000	-568665.5324707031	297.442655995845	1.55e+03
93.9%	939000	-568496.4298095703	285.72399241237537	1.55e+03
94.0%	940000	-568450.8275146484	305.7325350674174	1.55e+03
94.1%	941000	-568324.2576904297	304.9168147821616	1.55e+03
94.2%	942000	-568640.7188720703	287.6048312914519	1.55e+03
94.3%	943000	-568726.4236450195	301.1516837063667	1.55e+03
94.4%	944000	-568385.117263794	308.4399481009032	1.55e+03
94.5%	945000	-568501.7500610352	296.9532291558647	1.55e+03
94.6%	946000	-568377.1061553955	315.98214621590864	1.55e+03
94.7%	947000	-568223.4079589844	315.98712131238153	1.55e+03
94.8%	948000	-568475.0223999023	315.5811222754976	1.55e+03
94.9%	949000	-568623.8873901367	301.73235247787744	1.55e+03
95.0%	950000	-568535.3581848145	288.5317833780787	1.55e+03
95.1%	951000	-568539.1376037598	296.0093852232055	1.55e+03
95.2%	952000	-568494.7853393555	306.15798492334307	1.55e+03
95.3%	953000	-568593.1675720215	299.4952916199639	1.55e+03
95.4%	954000	-568397.5888671875	291.7531463662369	1.55e+03
95.5%	955000	-568619.9211730957	302.0325366970975	1.54e+03
95.6%	956000	-568780.9996337891	298.10085284091144	1.54e+03
95.7%	957000	-568589.1815185547	301.1050842415606	1.54e+03
95.8%	958000	-568573.9322509766	308.0198663111312	1.54e+03
95.9%	959000	-568519.2860107422	291.10970564308263	1.54e+03
96.0%	960000	-568469.7620239258	297.11351273295634	1.54e+03
96.1%	961000	-568334.5189208984	301.73948430715444	1.54e+03
96.2%	962000	-568499.0186767578	295.60009846956837	1.54e+03
96.3%	963000	-568506.2285766602	301.52501061312046	1.54e+03
96.4%	964000	-568556.3608398438	303.3130589898991	1.55e+03
96.5%	965000	-568528.2933349609	292.5954667706064	1.55e+03
96.6%	966000	-568489.7722167969	298.639895213078	1.55e+03
96.7%	967000	-568373.9351806641	289.52048939041146	1.55e+03
96.8%	968000	-568311.8850097656	300.50479139781	1.55e+03
96.9%	969000	-568419.080078125	300.8478213016322	1.55e+03
97.0%	970000	-568417.8742675781	302.14439341899987	1.55e+03
97.1%	971000	-568440.2705078125	302.42767000788706	1.54e+03
97.2%	972000	-568318.6896972656	300.36727115254877	1.54e+03
97.3%	973000	-568563.0966186523	306.4609457494213	1.54e+03
97.4%	974000	-568423.3951416016	303.8307262744821	1.54e+03
97.5%	975000	-568594.6986083984	304.62535629035233	1.54e+03
97.6%	976000	-568422.8079833984	302.22395974310103	1.54e+03
97.7%	977000	-568449.8255310059	297.122185977331	1.54e+03
97.8%	978000	-568432.7763671875	292.4974837249472	1.54e+03
97.9%	979000	-568494.05859375	297.0981401187601	1.54e+03
98.0%	980000	-568419.4553222656	298.2420370041237	1.54e+03
98.1%	981000	-568475.2640533447	298.87566205065565	1.54e+03
98.2%	982000	-568335.6032714844	300.0237634143203	1.55e+03
98.3%	983000	-568462.3004760742	312.20766492475724	1.55e+03
98.4%	984000	-568617.0450439453	305.2315898646796	1.55e+03
98.5%	985000	-568471.8266601562	313.032566065341	1.55e+03
98.6%	986000	-568383.2713623047	307.2441790572403	1.55e+03
98.7%	987000	-568633.8428955078	293.1829118780825	1.55e+03
98.8%	988000	-568462.3021850586	303.5124693939798	1.55e+03
98.9%	989000	-568427.0093383789	300.32313979612195	1.55e+03
99.0%	990000	-568432.3713378906	302.3845223144809	1.55e+03
99.1%	991000	-568522.8229980469	305.1826906253176	1.55e+03
99.2%	992000	-568296.0666503906	299.3464184064286	1.55e+03
99.3%	993000	-568575.0960388184	311.5501242343526	1.55e+03
99.4%	994000	-568460.6036376953	303.5659442630579	1.54e+03
99.5%	995000	-568550.0884399414	297.43286215551046	1.54e+03
99.6%	996000	-568482.5088500977	294.49186528673624	1.54e+03
99.7%	997000	-568469.094909668	316.9004239985704	1.54e+03
99.8%	998000	-568761.9423828125	309.0165160564782	1.55e+03
99.9%	999000	-568527.9415283203	291.6512242322153	1.55e+03
100.0%	1000000	-568650.0869140625	295.73900328365113	1.55e+03
