#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
43.0%	430000	-568470.0856933594	309.549690039484	1.56e+03
43.1%	431000	-568191.5047302246	295.67680842870834	1.56e+03
43.2%	432000	-568358.8268127441	310.80985771463327	1.56e+03
43.3%	433000	-568329.0757446289	297.7852033231745	1.56e+03
43.4%	434000	-568478.6956481934	290.09501937676544	1.56e+03
43.5%	435000	-568532.3772583008	305.94555503492876	1.56e+03
43.6%	436000	-568293.8016662598	296.6854570571874	1.56e+03
43.7%	437000	-568386.9930419922	291.1465363668883	1.56e+03
43.8%	438000	-568478.7156982422	304.5653790440853	1.56e+03
43.9%	439000	-568452.6535339355	310.5895314146037	1.56e+03
44.0%	440000	-568300.2778320312	296.71640761830434	1.56e+03
44.1%	441000	-568471.5676269531	306.074451382419	1.56e+03
44.2%	442000	-568135.5088500977	300.42530970275425	1.56e+03
44.3%	443000	-568161.4781494141	297.34857748741314	1.56e+03
44.4%	444000	-568257.8103027344	285.76347286382	1.56e+03
44.5%	445000	-568181.8245849609	305.4023209872985	1.56e+03
44.6%	446000	-568470.5299682617	305.5693141430588	1.56e+03
44.7%	447000	-568164.2606201172	307.33203782478273	1.56e+03
44.8%	448000	-568071.6871948242	297.4396574379195	1.56e+03
44.9%	449000	-568491.1736450195	293.5946060934114	1.56e+03
45.0%	450000	-568393.6470031738	296.5401410190415	1.56e+03
45.1%	451000	-568319.7327880859	307.1545478683812	1.56e+03
45.2%	452000	-568376.2745361328	307.0794212545576	1.56e+03
45.3%	453000	-568446.0633544922	300.5010450133967	1.56e+03
45.4%	454000	-568287.8597412109	303.0146701353863	1.56e+03
45.5%	455000	-568339.7083740234	300.54060060367766	1.56e+03
45.6%	456000	-568375.2071533203	299.7454554385116	1.56e+03
45.7%	457000	-568463.3568115234	293.32840563640445	1.56e+03
45.8%	458000	-568364.3673706055	296.8134837104387	1.56e+03
45.9%	459000	-568347.14453125	302.87825376833354	1.56e+03
46.0%	460000	-568436.8095703125	301.62457242964	1.56e+03
46.1%	461000	-568390.1815795898	297.47662277489906	1.56e+03
46.2%	462000	-568426.630859375	297.59957420112175	1.56e+03
46.3%	463000	-568410.8756103516	295.00205264899085	1.56e+03
46.4%	464000	-568477.61328125	293.1713445290751	1.56e+03
46.5%	465000	-568380.8414306641	285.9875336673574	1.56e+03
46.6%	466000	-568280.3185424805	305.70548442778767	1.56e+03
46.7%	467000	-568336.1354980469	308.84725886425565	1.56e+03
46.8%	468000	-568574.1639404297	295.3422022180263	1.57e+03
46.9%	469000	-568368.5731201172	297.2602492983486	1.57e+03
47.0%	470000	-568302.03125	302.7682388303881	1.57e+03
47.1%	471000	-568238.7240600586	303.2689779797943	1.57e+03
47.2%	472000	-568236.3879394531	286.3072506019093	1.57e+03
47.3%	473000	-568144.2141113281	310.01938380790267	1.56e+03
47.4%	474000	-568275.4792480469	295.71372142891175	1.56e+03
47.5%	475000	-568295.3311157227	304.64346710151494	1.56e+03
47.6%	476000	-568196.5992431641	302.59294598281974	1.56e+03
47.7%	477000	-568233.2175292969	300.0990786293349	1.56e+03
47.8%	478000	-568429.441482544	297.4187419237095	1.57e+03
47.9%	479000	-568309.1102294922	320.84303470137047	1.57e+03
48.0%	480000	-568336.4635009766	301.2417784428968	1.57e+03
48.1%	481000	-568527.2039794922	302.24442406984605	1.57e+03
48.2%	482000	-568595.8608398438	317.4078201658301	1.57e+03
48.3%	483000	-568223.4963378906	297.228097028012	1.57e+03
48.4%	484000	-568287.6983947754	314.1450992497634	1.57e+03
48.5%	485000	-568493.2950439453	305.56746986712153	1.57e+03
48.6%	486000	-568389.7276611328	296.8370579005145	1.57e+03
48.7%	487000	-568376.2893066406	294.92961101091413	1.57e+03
48.8%	488000	-568263.2725143433	291.6798912599146	1.57e+03
48.9%	489000	-568179.7005004883	296.64828843364194	1.57e+03
49.0%	490000	-568297.4430541992	302.48286767646164	1.57e+03
49.1%	491000	-568515.1434326172	292.4954078241793	1.57e+03
49.2%	492000	-568366.6974487305	290.2411660871429	1.57e+03
49.3%	493000	-568316.4785766602	307.53134005961743	1.57e+03
49.4%	494000	-568390.8963928223	293.3021703306156	1.57e+03
49.5%	495000	-568491.3800048828	292.5748240708475	1.57e+03
49.6%	496000	-568253.5246582031	295.2937148390842	1.57e+03
49.7%	497000	-568156.8112792969	302.66608747676213	1.57e+03
49.8%	498000	-568433.3786315918	299.95610659463125	1.57e+03
49.9%	499000	-568282.4127197266	282.0237132358947	1.57e+03
50.0%	500000	-568443.5991210938	292.16855458673285	1.57e+03
50.1%	501000	-568200.4499206543	306.36243631264483	1.57e+03
50.2%	502000	-568303.630065918	306.0998560480036	1.57e+03
50.3%	503000	-568563.8191223145	295.1672372362387	1.57e+03
50.4%	504000	-568486.8220214844	311.23759967645026	1.57e+03
50.5%	505000	-568302.5369873047	299.88639976564286	1.57e+03
50.6%	506000	-568506.1109008789	301.52473514049564	1.57e+03
50.7%	507000	-568322.2877197266	296.6351478066339	1.57e+03
50.8%	508000	-568217.8473510742	309.6512601297766	1.57e+03
50.9%	509000	-568207.6432495117	298.81384741768574	1.57e+03
51.0%	510000	-568243.9036865234	302.1155330657219	1.57e+03
51.1%	511000	-568327.2415771484	301.5188458859072	1.57e+03
51.2%	512000	-568389.1424865723	284.809901650341	1.57e+03
51.3%	513000	-568306.5275878906	308.2012883810849	1.57e+03
51.4%	514000	-568359.7819824219	302.72791670496827	1.57e+03
51.5%	515000	-568372.0008850098	300.81261494404066	1.57e+03
51.6%	516000	-568176.1987304688	309.98158139751723	1.57e+03
51.7%	517000	-568351.7438659668	292.1290130260502	1.57e+03
51.8%	518000	-568195.3039855957	310.5122968813497	1.57e+03
51.9%	519000	-568164.514465332	315.28441765810675	1.57e+03
52.0%	520000	-568292.1286315918	302.08368297581507	1.57e+03
52.1%	521000	-568212.1726074219	308.46816740080897	1.57e+03
52.2%	522000	-568285.568359375	302.5620357289206	1.57e+03
52.3%	523000	-568370.5328369141	303.45275053329345	1.57e+03
52.4%	524000	-568387.6041870117	298.8412511847774	1.57e+03
52.5%	525000	-568425.7131919861	297.0339812345095	1.57e+03
52.6%	526000	-568154.7509765625	302.04464948958446	1.57e+03
52.7%	527000	-568552.9010772705	301.42563694747173	1.57e+03
52.8%	528000	-568285.9169311523	298.6115847751798	1.57e+03
52.9%	529000	-568290.9827880859	293.09248486190415	1.57e+03
53.0%	530000	-568307.0220336914	297.5032829366183	1.57e+03
53.1%	531000	-568214.4526367188	300.4424637953157	1.57e+03
53.2%	532000	-568196.0251464844	295.29467728871145	1.57e+03
53.3%	533000	-568311.2212524414	289.33451992678107	1.57e+03
53.4%	534000	-568305.0936889648	297.3017843459081	1.57e+03
53.5%	535000	-568297.6557617188	305.35661904574494	1.57e+03
53.6%	536000	-568229.209777832	297.3604977461757	1.57e+03
53.7%	537000	-567958.6694335938	301.2578206759451	1.57e+03
53.8%	538000	-568035.9046936035	292.8306871711947	1.57e+03
53.9%	539000	-568426.4123840332	298.5754562280255	1.57e+03
54.0%	540000	-568219.0858154297	303.356555767107	1.57e+03
54.1%	541000	-568091.0264892578	296.58664845774695	1.57e+03
54.2%	542000	-568250.0291748047	317.44448836553727	1.57e+03
54.3%	543000	-568233.8198242188	295.9545191035402	1.57e+03
54.4%	544000	-568322.4519042969	297.8482875289445	1.57e+03
54.5%	545000	-568396.9084472656	292.01313273118205	1.57e+03
54.6%	546000	-568355.1206054688	299.2144881227845	1.57e+03
54.7%	547000	-568386.0221557617	301.07671222269056	1.57e+03
54.8%	548000	-568472.5913085938	290.0143008587137	1.57e+03
54.9%	549000	-568357.4707641602	302.0005842253361	1.57e+03
55.0%	550000	-568480.1549072266	303.1366213309057	1.57e+03
55.1%	551000	-568343.4946289062	298.3775627753291	1.57e+03
55.2%	552000	-568436.9595947266	287.65626687034205	1.57e+03
55.3%	553000	-568372.4969482422	289.9975260875998	1.57e+03
55.4%	554000	-568536.6806640625	296.44793620190654	1.57e+03
55.5%	555000	-568309.9670410156	298.7168351729124	1.57e+03
55.6%	556000	-568460.0498046875	294.7206897839624	1.57e+03
55.7%	557000	-568393.65234375	301.18769951608505	1.57e+03
55.8%	558000	-568163.2814941406	286.85465059734247	1.57e+03
55.9%	559000	-568240.7659912109	302.51644268881097	1.57e+03
56.0%	560000	-568452.3721313477	303.1678152623134	1.57e+03
56.1%	561000	-568314.3028564453	299.9185766095999	1.57e+03
56.2%	562000	-568670.7973022461	296.92190391037326	1.57e+03
56.3%	563000	-568360.6676025391	288.77484265726235	1.57e+03
56.4%	564000	-568426.8369750977	314.1429371504406	1.57e+03
56.5%	565000	-568447.6599121094	289.11458585114906	1.57e+03
56.6%	566000	-568366.5642089844	293.9571614865683	1.57e+03
56.7%	567000	-568231.0646591187	290.86107579405876	1.57e+03
56.8%	568000	-568424.7844238281	298.08413691379616	1.57e+03
56.9%	569000	-568334.6662597656	296.092389222697	1.57e+03
57.0%	570000	-568371.0992736816	303.3873390882096	1.57e+03
57.1%	571000	-568402.2542114258	302.0062690335119	1.57e+03
57.2%	572000	-568305.442199707	304.40030426528114	1.57e+03
57.3%	573000	-568134.095703125	293.4141874492152	1.57e+03
57.4%	574000	-568272.0461273193	288.04273659508516	1.57e+03
57.5%	575000	-568279.6726074219	305.2754404173314	1.57e+03
57.6%	576000	-568286.7118225098	293.2057231848897	1.57e+03
57.7%	577000	-568257.4376220703	291.5172392210064	1.57e+03
57.8%	578000	-568369.4920959473	317.806404372386	1.57e+03
57.9%	579000	-568417.150390625	302.5052290945523	1.57e+03
58.0%	580000	-568431.6717529297	294.0654605292125	1.57e+03
58.1%	581000	-568266.6441040039	291.46540959413323	1.57e+03
58.2%	582000	-568235.1541748047	284.56787846027356	1.57e+03
58.3%	583000	-568413.8779296875	313.27296257453094	1.57e+03
58.4%	584000	-568274.5285644531	295.916814801998	1.57e+03
58.5%	585000	-568268.0844726562	298.72988526435734	1.57e+03
58.6%	586000	-568484.6407470703	313.4900120647699	1.57e+03
58.7%	587000	-568270.9609375	303.75779487456555	1.57e+03
58.8%	588000	-568150.9686279297	303.0347419824401	1.57e+03
58.9%	589000	-568154.2745361328	305.2782285714113	1.57e+03
59.0%	590000	-568364.5222167969	294.7837721932807	1.57e+03
59.1%	591000	-568417.4110107422	303.92054278714295	1.57e+03
59.2%	592000	-568547.6328735352	302.5370777913898	1.57e+03
59.3%	593000	-568058.8872070312	298.2510614998844	1.57e+03
59.4%	594000	-568454.3109741211	301.474518073103	1.57e+03
59.5%	595000	-568328.0100708008	290.02193185007314	1.57e+03
59.6%	596000	-568249.6182861328	295.6363232486475	1.57e+03
59.7%	597000	-568307.5607910156	302.4577404556323	1.57e+03
59.8%	598000	-568396.2554931641	301.00439667145395	1.57e+03
59.9%	599000	-568522.1784667969	304.6525065809767	1.57e+03
60.0%	600000	-568389.6374511719	312.01383294924597	1.57e+03
60.1%	601000	-568473.3485717773	299.49074089020445	1.57e+03
60.2%	602000	-568281.1318359375	301.62197931020756	1.57e+03
60.3%	603000	-568355.4317626953	306.39096209962133	1.57e+03
60.4%	604000	-568305.0771484375	299.41008121625174	1.57e+03
60.5%	605000	-568417.6369628906	315.4918146634698	1.57e+03
60.6%	606000	-568133.4302978516	297.393215906516	1.57e+03
60.7%	607000	-568275.6338500977	298.8904826937995	1.57e+03
60.8%	608000	-568376.1883544922	300.7555000907502	1.57e+03
60.9%	609000	-568387.9259643555	290.3941798871094	1.57e+03
61.0%	610000	-568000.1193847656	284.61290893378657	1.57e+03
61.1%	611000	-568433.2097167969	295.0393304009224	1.57e+03
61.2%	612000	-568351.9302978516	313.8829364219583	1.57e+03
61.3%	613000	-568275.5238037109	296.13110730434215	1.57e+03
61.4%	614000	-568268.0529174805	287.24476663808605	1.57e+03
61.5%	615000	-568464.3074951172	300.7946953709726	1.57e+03
61.6%	616000	-568308.6499023438	292.69916245124904	1.57e+03
61.7%	617000	-568343.7432861328	307.7968966697912	1.57e+03
61.8%	618000	-568161.7998046875	300.5129414410484	1.57e+03
61.9%	619000	-568332.9060058594	306.3412161635632	1.57e+03
62.0%	620000	-568213.0568847656	296.2542343878036	1.57e+03
62.1%	621000	-568157.5717773438	301.94012004174016	1.57e+03
62.2%	622000	-568303.7077026367	302.6608754641322	1.57e+03
62.3%	623000	-568230.1572875977	300.76706992696654	1.57e+03
62.4%	624000	-568314.4985351562	294.2306407034406	1.57e+03
62.5%	625000	-568143.1445617676	300.84542543409634	1.57e+03
62.6%	626000	-568300.4282226562	294.7855213619869	1.57e+03
62.7%	627000	-568200.477355957	298.82785113197133	1.57e+03
62.8%	628000	-568208.3439941406	291.18571130869003	1.57e+03
62.9%	629000	-568369.2165527344	296.55202733849046	1.57e+03
63.0%	630000	-568218.1735839844	278.34880089543265	1.57e+03
63.1%	631000	-568413.2789306641	302.0062725802538	1.57e+03
63.2%	632000	-568270.549987793	300.65547779573285	1.57e+03
63.3%	633000	-568122.6095275879	299.92168799780194	1.57e+03
63.4%	634000	-568213.9438171387	299.41463598059755	1.57e+03
63.5%	635000	-568433.0222167969	292.7161185782052	1.57e+03
63.6%	636000	-568527.1263427734	313.0373040429308	1.57e+03
63.7%	637000	-568428.8893432617	293.38190694364016	1.57e+03
63.8%	638000	-568495.8026733398	301.3789353738932	1.57e+03
