Salt,Temperature_C,MW_Salt_g_per_mol,RH_Water_Activity,Mass_Fraction_Salt,Mass_Fraction_Water,Mole_Fraction_Water,Mole_Fraction_Water_Ionic_Basis,Molality_mol_per_kg,Activity_Coefficient_Water,Ionic_Strength_mol_per_kg,ln_aw,ln_gammaw
NaCl,25.0000000000,58.4430000000,0.9371919192,0.0978567722,0.9021432278,0.9676455903,0.9373191815,1.8560210277,0.9998642274,1.8560210277,-0.0648671947,-0.0001357819
NaCl,25.0000000000,58.4430000000,0.9394444444,0.0948819533,0.9051180467,0.9686982462,0.9392966148,1.7936838231,1.0001573833,1.7936838231,-0.0624665950,0.0001573709
NaCl,25.0000000000,58.4430000000,0.9416969697,0.0918691713,0.9081308287,0.9697596202,0.9412945165,1.7309673597,1.0004275529,1.7309673597,-0.0600717444,0.0004274615
NaCl,25.0000000000,58.4430000000,0.9439494949,0.0888177003,0.9111822997,0.9708298191,0.9433132024,1.6678682764,1.0006745295,1.6678682764,-0.0576826154,0.0006743021
NaCl,25.0000000000,58.4430000000,0.9462020202,0.0857268334,0.9142731666,0.9719089386,0.9453529702,1.6043839435,1.0008981302,1.6043839435,-0.0552991807,0.0008977271
NaCl,25.0000000000,58.4430000000,0.9484545455,0.0825958887,0.9174041113,0.9729970606,0.9474140952,1.5405125722,1.0010982001,1.5405125722,-0.0529214133,0.0010975975
NaCl,25.0000000000,58.4430000000,0.9507070707,0.0794242165,0.9205757835,0.9740942518,0.9494968262,1.4762533369,1.0012746167,1.4762533369,-0.0505492863,0.0012738051
NaCl,25.0000000000,58.4430000000,0.9529595960,0.0762112074,0.9237887926,0.9752005608,0.9516013802,1.4116065075,1.0014272949,1.4116065075,-0.0481827729,0.0014262773
NaCl,25.0000000000,58.4430000000,0.9552121212,0.0729563002,0.9270436998,0.9763160152,0.9537279372,1.3465735948,1.0015561922,1.3465735948,-0.0458218467,0.0015549826
NaCl,25.0000000000,58.4430000000,0.9574646465,0.0696589928,0.9303410072,0.9774406192,0.9558766342,1.2811575075,1.0016613151,1.2811575075,-0.0434664814,0.0016599366
NaCl,25.0000000000,58.4430000000,0.9597171717,0.0663188523,0.9336811477,0.9785743500,0.9580475584,1.2153627210,1.0017427249,1.2153627210,-0.0411166507,0.0017412081
NaCl,25.0000000000,58.4430000000,0.9619696970,0.0629355272,0.9370644728,0.9797171546,0.9602407402,1.1491954586,1.0018005452,1.1491954586,-0.0387723288,0.0017989261
NaCl,25.0000000000,58.4430000000,0.9642222222,0.0595087605,0.9404912395,0.9808689459,0.9624561453,1.0826638820,1.0018349688,1.0826638820,-0.0364334900,0.0018332873
NaCl,25.0000000000,58.4430000000,0.9664747475,0.0560384036,0.9439615964,0.9820295988,0.9646936667,1.0157782930,1.0018462657,1.0157782930,-0.0341001085,0.0018445634
NaCl,25.0000000000,58.4430000000,0.9687272727,0.0525244318,0.9474755682,0.9831989466,0.9669531156,0.9485513409,1.0018347913,0.9485513409,-0.0317721590,0.0018331101
NaCl,25.0000000000,58.4430000000,0.9709797980,0.0489669602,0.9510330398,0.9843767758,0.9692342125,0.8809982355,1.0018009945,0.8809982355,-0.0294496163,0.0017993747
NaCl,25.0000000000,58.4430000000,0.9732323232,0.0453662606,0.9546337394,0.9855628230,0.9715365774,0.8131369609,1.0017454266,0.8131369609,-0.0271324553,0.0017439051
NaCl,25.0000000000,58.4430000000,0.9754848485,0.0417227789,0.9582772211,0.9867567694,0.9738597205,0.7449884864,1.0016687495,0.7449884864,-0.0248206511,0.0016673587
NaCl,25.0000000000,58.4430000000,0.9777373737,0.0380371535,0.9619628465,0.9879582374,0.9762030322,0.6765769675,1.0015717443,0.6765769675,-0.0225141790,0.0015705104
NaCl,25.0000000000,58.4430000000,0.9799898990,0.0343102323,0.9656897677,0.9891667861,0.9785657737,0.6079299334,1.0014553189,0.6079299334,-0.0202130145,0.0014542610
NaCl,25.0000000000,58.4430000000,0.9822424242,0.0305430907,0.9694569093,0.9903819078,0.9809470685,0.5390784497,1.0013205155,0.5390784497,-0.0179171332,0.0013196443
NaCl,25.0000000000,58.4430000000,0.9844949495,0.0267370477,0.9732629523,0.9916030249,0.9833458939,0.4700572521,1.0011685162,0.4700572521,-0.0156265109,0.0011678340
NaCl,25.0000000000,58.4430000000,0.9867474747,0.0228936806,0.9771063194,0.9928294869,0.9857610743,0.4009048380,1.0010006486,0.4009048380,-0.0133411236,0.0010001483
NaCl,25.0000000000,58.4430000000,0.9890000000,0.0190148381,0.9809851619,0.9940605695,0.9881912761,0.3316635092,1.0008183880,0.3316635092,-0.0110609474,0.0008180533
KCl,25.0000000000,74.5510000000,0.8560000000,0.2462623298,0.7537376702,0.9268260049,0.8636306966,4.3825238645,0.9911643986,4.3825238645,-0.1554849028,-0.0088748668
KCl,25.0000000000,74.5510000000,0.8573434343,0.2446532262,0.7553467738,0.9274130475,0.8646506890,4.3446129778,0.9915488939,4.3446129778,-0.1539167005,-0.0084870192
KCl,25.0000000000,74.5510000000,0.8586868687,0.2430349891,0.7569650109,0.9280016509,0.8656745149,4.3066494558,0.9919280907,4.3066494558,-0.1523509535,-0.0081046636
KCl,25.0000000000,74.5510000000,0.8600303030,0.2414075181,0.7585924819,0.9285918292,0.8667022098,4.2686326667,0.9923019617,4.2686326667,-0.1507876543,-0.0077278212
KCl,25.0000000000,74.5510000000,0.8613737374,0.2397707117,0.7602292883,0.9291835971,0.8677338100,4.2305619786,0.9926704796,4.2305619786,-0.1492267951,-0.0073565133
KCl,25.0000000000,74.5510000000,0.8627171717,0.2381244667,0.7618755333,0.9297769690,0.8687693518,4.1924367589,0.9930336169,4.1924367589,-0.1476683685,-0.0069907616
KCl,25.0000000000,74.5510000000,0.8640606061,0.2364686791,0.7635313209,0.9303719594,0.8698088719,4.1542563754,0.9933913461,4.1542563754,-0.1461123667,-0.0066305878
KCl,25.0000000000,74.5510000000,0.8654040404,0.2348032431,0.7651967569,0.9309685829,0.8708524072,4.1160201965,0.9937436393,4.1160201965,-0.1445587824,-0.0062760137
KCl,25.0000000000,74.5510000000,0.8667474747,0.2331280520,0.7668719480,0.9315668543,0.8718999949,4.0777275910,0.9940904689,4.0777275910,-0.1430076079,-0.0059270615
KCl,25.0000000000,74.5510000000,0.8680909091,0.2314429975,0.7685570025,0.9321667883,0.8729516726,4.0393779293,0.9944318068,4.0393779293,-0.1414588358,-0.0055837533
KCl,25.0000000000,74.5510000000,0.8694343434,0.2297479702,0.7702520298,0.9327683996,0.8740074781,4.0009705833,0.9947676252,4.0009705833,-0.1399124588,-0.0052461116
KCl,25.0000000000,74.5510000000,0.8707777778,0.2280428591,0.7719571409,0.9333717032,0.8750674494,3.9625049267,0.9950978961,3.9625049267,-0.1383684693,-0.0049141587
KCl,25.0000000000,74.5510000000,0.8721212121,0.2263275523,0.7736724477,0.9339767137,0.8761316247,3.9239803362,0.9954225913,3.9239803362,-0.1368268600,-0.0045879172
KCl,25.0000000000,74.5510000000,0.8734646465,0.2246019361,0.7753980639,0.9345834463,0.8772000426,3.8853961912,0.9957416827,3.8853961912,-0.1352876237,-0.0042674097
KCl,25.0000000000,74.5510000000,0.8748080808,0.2228658959,0.7771341041,0.9351919156,0.8782727417,3.8467518746,0.9960551424,3.8467518746,-0.1337507529,-0.0039526591
KCl,25.0000000000,74.5510000000,0.8761515152,0.2211193155,0.7788806845,0.9358021368,0.8793497611,3.8080467736,0.9963629421,3.8080467736,-0.1322162405,-0.0036436880
KCl,25.0000000000,74.5510000000,0.8774949495,0.2193620775,0.7806379225,0.9364141246,0.8804311399,3.7692802799,0.9966650539,3.7692802799,-0.1306840792,-0.0033405194
KCl,25.0000000000,74.5510000000,0.8788383838,0.2175940633,0.7824059367,0.9370278940,0.8815169173,3.7304517904,0.9969614498,3.7304517904,-0.1291542619,-0.0030431760
KCl,25.0000000000,74.5510000000,0.8801818182,0.2158151529,0.7841848471,0.9376434599,0.8826071328,3.6915607083,0.9972521017,3.6915607083,-0.1276267813,-0.0027516807
KCl,25.0000000000,74.5510000000,0.8815252525,0.2140252250,0.7859747750,0.9382608371,0.8837018261,3.6526064429,0.9975369819,3.6526064429,-0.1261016303,-0.0024660563
KCl,25.0000000000,74.5510000000,0.8828686869,0.2122241570,0.7877758430,0.9388800405,0.8848010370,3.6135884114,0.9978160626,3.6135884114,-0.1245788019,-0.0021863257
KCl,25.0000000000,74.5510000000,0.8842121212,0.2104118253,0.7895881747,0.9395010848,0.8859048051,3.5745060386,0.9980893163,3.5745060386,-0.1230582890,-0.0019125114
KCl,25.0000000000,74.5510000000,0.8855555556,0.2085881048,0.7914118952,0.9401239847,0.8870131706,3.5353587587,0.9983567155,3.5353587587,-0.1215400845,-0.0016446362
KCl,25.0000000000,74.5510000000,0.8868989899,0.2067528694,0.7932471306,0.9407487549,0.8881261733,3.4961460154,0.9986182331,3.4961460154,-0.1200241815,-0.0013827225
KCl,25.0000000000,74.5510000000,0.8882424242,0.2049059917,0.7950940083,0.9413754098,0.8892438533,3.4568672631,0.9988738420,3.4568672631,-0.1185105730,-0.0011267926
KCl,25.0000000000,74.5510000000,0.8895858586,0.2030473431,0.7969526569,0.9420039639,0.8903662507,3.4175219680,0.9991235157,3.4175219680,-0.1169992520,-0.0008768687
KCl,25.0000000000,74.5510000000,0.8909292929,0.2011767940,0.7988232060,0.9426344314,0.8914934053,3.3781096088,0.9993672276,3.3781096088,-0.1154902116,-0.0006329727
KCl,25.0000000000,74.5510000000,0.8922727273,0.1992942138,0.8007057862,0.9432668265,0.8926253573,3.3386296780,0.9996049518,3.3386296780,-0.1139834451,-0.0003951262
KCl,25.0000000000,74.5510000000,0.8936161616,0.1973994706,0.8026005294,0.9439011632,0.8937621464,3.2990816830,0.9998366626,3.2990816830,-0.1124789454,-0.0001633508
KCl,25.0000000000,74.5510000000,0.8949595960,0.1954924317,0.8045075683,0.9445374552,0.8949038125,3.2594651469,1.0000623346,3.2594651469,-0.1109767059,0.0000623327
KCl,25.0000000000,74.5510000000,0.8963030303,0.1935729634,0.8064270366,0.9451757162,0.8960503950,3.2197796103,1.0002819432,3.2197796103,-0.1094767197,0.0002819035
KCl,25.0000000000,74.5510000000,0.8976464646,0.1916409311,0.8083590689,0.9458159594,0.8972019333,3.1800246322,1.0004954641,3.1800246322,-0.1079789801,0.0004953413
KCl,25.0000000000,74.5510000000,0.8989898990,0.1896961993,0.8103038007,0.9464581979,0.8983584667,3.1401997915,1.0007028734,3.1401997915,-0.1064834804,0.0007026265
KCl,25.0000000000,74.5510000000,0.9003333333,0.1877386319,0.8122613681,0.9471024447,0.8995200340,3.1003046885,1.0009041481,3.1003046885,-0.1049902139,0.0009037396
KCl,25.0000000000,74.5510000000,0.9016767677,0.1857680918,0.8142319082,0.9477487122,0.9006866736,3.0603389462,1.0010992658,3.0603389462,-0.1034991738,0.0010986621
KCl,25.0000000000,74.5510000000,0.9030202020,0.1837844415,0.8162155585,0.9483970126,0.9018584237,3.0203022119,1.0012882047,3.0203022119,-0.1020103537,0.0012873757
KCl,25.0000000000,74.5510000000,0.9043636364,0.1817875429,0.8182124571,0.9490473578,0.9030353221,2.9801941592,1.0014709439,2.9801941592,-0.1005237469,0.0014698631
KCl,25.0000000000,74.5510000000,0.9057070707,0.1797772575,0.8202227425,0.9496997591,0.9042174058,2.9400144892,1.0016474633,2.9400144892,-0.0990393467,0.0016461077
KCl,25.0000000000,74.5510000000,0.9070505051,0.1777534462,0.8222465538,0.9503542276,0.9054047115,2.8997629329,1.0018177436,2.8997629329,-0.0975571468,0.0018160935
KCl,25.0000000000,74.5510000000,0.9083939394,0.1757159698,0.8242840302,0.9510107740,0.9065972752,2.8594392524,1.0019817666,2.8594392524,-0.0960771405,0.0019798055
KCl,25.0000000000,74.5510000000,0.9097373737,0.1736646889,0.8263353111,0.9516694082,0.9077951322,2.8190432436,1.0021395153,2.8190432436,-0.0945993214,0.0021372298
KCl,25.0000000000,74.5510000000,0.9110808081,0.1715994641,0.8284005359,0.9523301398,0.9089983170,2.7785747378,1.0022909735,2.7785747378,-0.0931236830,0.0022883532
KCl,25.0000000000,74.5510000000,0.9124242424,0.1695201561,0.8304798439,0.9529929777,0.9102068635,2.7380336041,1.0024361264,2.7380336041,-0.0916502190,0.0024331639
KCl,25.0000000000,74.5510000000,0.9137676768,0.1674266257,0.8325733743,0.9536579305,0.9114208042,2.6974197514,1.0025749605,2.6974197514,-0.0901789228,0.0025716509
KCl,25.0000000000,74.5510000000,0.9151111111,0.1653187341,0.8346812659,0.9543250057,0.9126401711,2.6567331312,1.0027074636,2.6567331312,-0.0887097882,0.0027038050
KCl,25.0000000000,74.5510000000,0.9164545455,0.1631963431,0.8368036569,0.9549942104,0.9138649948,2.6159737398,1.0028336250,2.6159737398,-0.0872428087,0.0028296178
KCl,25.0000000000,74.5510000000,0.9177979798,0.1610593150,0.8389406850,0.9556655509,0.9150953048,2.5751416208,1.0029534356,2.5751416208,-0.0857779782,0.0029490827
KCl,25.0000000000,74.5510000000,0.9191414141,0.1589075133,0.8410924867,0.9563390327,0.9163311293,2.5342368679,1.0030668879,2.5342368679,-0.0843152902,0.0030621946
KCl,25.0000000000,74.5510000000,0.9204848485,0.1567408021,0.8432591979,0.9570146604,0.9175724951,2.4932596277,1.0031739763,2.4932596277,-0.0828547385,0.0031689499
KCl,25.0000000000,74.5510000000,0.9218282828,0.1545590472,0.8454409528,0.9576924378,0.9188194277,2.4522101027,1.0032746969,2.4522101027,-0.0813963170,0.0032693468
KCl,25.0000000000,74.5510000000,0.9231717172,0.1523621154,0.8476378846,0.9583723676,0.9200719506,2.4110885540,1.0033690480,2.4110885540,-0.0799400193,0.0033633855
KCl,25.0000000000,74.5510000000,0.9245151515,0.1501498754,0.8498501246,0.9590544516,0.9213300859,2.3698953047,1.0034570298,2.3698953047,-0.0784858394,0.0034510680
KCl,25.0000000000,74.5510000000,0.9258585859,0.1479221980,0.8520778020,0.9597386905,0.9225938538,2.3286307431,1.0035386449,2.3286307431,-0.0770337711,0.0035323987
KCl,25.0000000000,74.5510000000,0.9272020202,0.1456789559,0.8543210441,0.9604250839,0.9238632724,2.2872953258,1.0036138982,2.2872953258,-0.0755838081,0.0036073838
KCl,25.0000000000,74.5510000000,0.9285454545,0.1434200242,0.8565799758,0.9611136301,0.9251383577,2.2458895815,1.0036827971,2.2458895815,-0.0741359446,0.0036760322
KCl,25.0000000000,74.5510000000,0.9298888889,0.1411452810,0.8588547190,0.9618043262,0.9264191235,2.2044141145,1.0037453516,2.2044141145,-0.0726901743,0.0037383552
KCl,25.0000000000,74.5510000000,0.9312323232,0.1388546071,0.8611453929,0.9624971680,0.9277055813,2.1628696083,1.0038015745,2.1628696083,-0.0712464912,0.0037943668
KCl,25.0000000000,74.5510000000,0.9325757576,0.1365478868,0.8634521132,0.9631921497,0.9289977399,2.1212568293,1.0038514816,2.1212568293,-0.0698048894,0.0038440836
KCl,25.0000000000,74.5510000000,0.9339191919,0.1342250081,0.8657749919,0.9638892642,0.9302956053,2.0795766309,1.0038950916,2.0795766309,-0.0683653628,0.0038875253
KCl,25.0000000000,74.5510000000,0.9352626263,0.1318858627,0.8681141373,0.9645885027,0.9315991809,2.0378299576,1.0039324266,2.0378299576,-0.0669279054,0.0039247148
KCl,25.0000000000,74.5510000000,0.9366060606,0.1295303470,0.8704696530,0.9652898549,0.9329084667,1.9960178488,1.0039635120,1.9960178488,-0.0654925114,0.0039556780
KCl,25.0000000000,74.5510000000,0.9379494949,0.1271583618,0.8728416382,0.9659933086,0.9342234598,1.9541414432,1.0039883768,1.9541414432,-0.0640591748,0.0039804443
KCl,25.0000000000,74.5510000000,0.9392929293,0.1247698134,0.8752301866,0.9666988499,0.9355441536,1.9122019831,1.0040070537,1.9122019831,-0.0626278896,0.0039990468
KCl,25.0000000000,74.5510000000,0.9406363636,0.1223646133,0.8776353867,0.9674064629,0.9368705382,1.8702008188,1.0040195793,1.8702008188,-0.0611986502,0.0040115224
KCl,25.0000000000,74.5510000000,0.9419797980,0.1199426791,0.8800573209,0.9681161297,0.9382025997,1.8281394129,1.0040259943,1.8281394129,-0.0597714505,0.0040179117
KCl,25.0000000000,74.5510000000,0.9433232323,0.1175039347,0.8824960653,0.9688278304,0.9395403201,1.7860193450,1.0040263436,1.7860193450,-0.0583462849,0.0040182596
KCl,25.0000000000,74.5510000000,0.9446666667,0.1150483111,0.8849516889,0.9695415428,0.9408836776,1.7438423161,1.0040206766,1.7438423161,-0.0569231474,0.0040126153
KCl,25.0000000000,74.5510000000,0.9460101010,0.1125757465,0.8874242535,0.9702572426,0.9422326457,1.7016101535,1.0040090474,1.7016101535,-0.0555020324,0.0040010326
KCl,25.0000000000,74.5510000000,0.9473535354,0.1100861869,0.8899138131,0.9709749030,0.9435871933,1.6593248148,1.0039915146,1.6593248148,-0.0540829341,0.0039835697
KCl,25.0000000000,74.5510000000,0.9486969697,0.1075795868,0.8924204132,0.9716944948,0.9449472844,1.6169883934,1.0039681423,1.6169883934,-0.0526658468,0.0039602899
KCl,25.0000000000,74.5510000000,0.9500404040,0.1050559094,0.8949440906,0.9724159860,0.9463128783,1.5746031224,1.0039389993,1.5746031224,-0.0512507647,0.0039312617
KCl,25.0000000000,74.5510000000,0.9513838384,0.1025151275,0.8974848725,0.9731393423,0.9476839287,1.5321713795,1.0039041600,1.5321713795,-0.0498376823,0.0038965586
KCl,25.0000000000,74.5510000000,0.9527272727,0.0999572238,0.9000427762,0.9738645264,0.9490603837,1.4896956915,1.0038637046,1.4896956915,-0.0484265939,0.0038562597
KCl,25.0000000000,74.5510000000,0.9540707071,0.0973821917,0.9026178083,0.9745914982,0.9504421861,1.4471787388,1.0038177187,1.4471787388,-0.0470174939,0.0038104497
KCl,25.0000000000,74.5510000000,0.9554141414,0.0947900355,0.9052099645,0.9753202146,0.9518292725,1.4046233597,1.0037662941,1.4046233597,-0.0456103766,0.0037592194
KCl,25.0000000000,74.5510000000,0.9567575758,0.0921807715,0.9078192285,0.9760506296,0.9532215731,1.3620325546,1.0037095285,1.3620325546,-0.0442052365,0.0037026652
KCl,25.0000000000,74.5510000000,0.9581010101,0.0895544281,0.9104455719,0.9767826939,0.9546190122,1.3194094902,1.0036475263,1.3194094902,-0.0428020681,0.0036408902
KCl,25.0000000000,74.5510000000,0.9594444444,0.0869110468,0.9130889532,0.9775163551,0.9560215070,1.2767575032,1.0035803979,1.2767575032,-0.0414008657,0.0035740036
KCl,25.0000000000,74.5510000000,0.9607878788,0.0842506825,0.9157493175,0.9782515573,0.9574289682,1.2340801041,1.0035082609,1.2340801041,-0.0400016240,0.0035021213
KCl,25.0000000000,74.5510000000,0.9621313131,0.0815734044,0.9184265956,0.9789882413,0.9588412993,1.1913809806,1.0034312392,1.1913809806,-0.0386043375,0.0034253659
KCl,25.0000000000,74.5510000000,0.9634747475,0.0788792963,0.9211207037,0.9797263445,0.9602583965,1.1486640005,1.0033494640,1.1486640005,-0.0372090006,0.0033438671
KCl,25.0000000000,74.5510000000,0.9648181818,0.0761684576,0.9238315424,0.9804658006,0.9616801487,1.1059332146,1.0032630736,1.1059332146,-0.0358156080,0.0032577613
KCl,25.0000000000,74.5510000000,0.9661616162,0.0734410034,0.9265589966,0.9812065397,0.9631064371,1.0631928592,1.0031722134,1.0631928592,-0.0344241542,0.0031671925
KCl,25.0000000000,74.5510000000,0.9675050505,0.0706970655,0.9293029345,0.9819484883,0.9645371349,1.0204473575,1.0030770361,1.0204473575,-0.0330346339,0.0030723118
KCl,25.0000000000,74.5510000000,0.9688484848,0.0679367928,0.9320632072,0.9826915691,0.9659721076,0.9777013219,1.0029777022,0.9777013219,-0.0316470417,0.0029732776
KCl,25.0000000000,74.5510000000,0.9701919192,0.0651603518,0.9348396482,0.9834357010,0.9674112125,0.9349595543,1.0028743793,0.9349595543,-0.0302613722,0.0028702561
KCl,25.0000000000,74.5510000000,0.9715353535,0.0623679274,0.9376320726,0.9841807992,0.9688542985,0.8922270468,1.0027672427,0.8922270468,-0.0288776202,0.0027634210
KCl,25.0000000000,74.5510000000,0.9728787879,0.0595597229,0.9404402771,0.9849267749,0.9703012064,0.8495089814,1.0026564756,0.8495089814,-0.0274957802,0.0026529534
KCl,25.0000000000,74.5510000000,0.9742222222,0.0567359611,0.9432640389,0.9856735355,0.9717517683,0.8068107295,1.0025422685,0.8068107295,-0.0261158471,0.0025390424
KCl,25.0000000000,74.5510000000,0.9755656566,0.0538968841,0.9461031159,0.9864209846,0.9732058079,0.7641378498,1.0024248197,0.7641378498,-0.0247378156,0.0024218846
KCl,25.0000000000,74.5510000000,0.9769090909,0.0510427541,0.9489572459,0.9871690219,0.9746631404,0.7214960867,1.0023043351,0.7214960867,-0.0233616805,0.0023016842
KCl,25.0000000000,74.5510000000,0.9782525253,0.0481738538,0.9518261462,0.9879175432,0.9761235724,0.6788913670,1.0021810281,0.6788913670,-0.0219874365,0.0021786531
KCl,25.0000000000,74.5510000000,0.9795959596,0.0452904862,0.9547095138,0.9886664408,0.9775869017,0.6363297960,1.0020551195,0.6363297960,-0.0206150785,0.0020530106
KCl,25.0000000000,74.5510000000,0.9809393939,0.0423929756,0.9576070244,0.9894156029,0.9790529180,0.5938176532,1.0019268376,0.5938176532,-0.0192446012,0.0019249836
KCl,25.0000000000,74.5510000000,0.9822828283,0.0394816669,0.9605183331,0.9901649143,0.9805214023,0.5513613865,1.0017964177,0.5513613865,-0.0178759996,0.0017948060
KCl,25.0000000000,74.5510000000,0.9836262626,0.0365569264,0.9634430736,0.9909142562,0.9819921274,0.5089676061,1.0016641022,0.5089676061,-0.0165092685,0.0016627191
KCl,25.0000000000,74.5510000000,0.9849696970,0.0336191415,0.9663808585,0.9916635063,0.9834648578,0.4666430771,1.0015301403,0.4666430771,-0.0151444028,0.0015289708
KCl,25.0000000000,74.5510000000,0.9863131313,0.0306687209,0.9693312791,0.9924125390,0.9849393501,0.4243947113,1.0013947877,0.4243947113,-0.0137813974,0.0013938158
KCl,25.0000000000,74.5510000000,0.9876565657,0.0277060941,0.9722939059,0.9931612254,0.9864153531,0.3822295584,1.0012583062,0.3822295584,-0.0124202473,0.0012575152
KCl,25.0000000000,74.5510000000,0.9890000000,0.0247317116,0.9752682884,0.9939094337,0.9878926082,0.3401547954,1.0011209637,0.3401547954,-0.0110609474,0.0011203359
NH4Cl,25.0000000000,53.4910000000,0.8160000000,0.2376380729,0.7623619271,0.9049933984,0.8264730068,5.8273902874,0.9873280716,5.8273902874,-0.2033409240,-0.0127529021
NH4Cl,25.0000000000,53.4910000000,0.8177474747,0.2357172568,0.7642827432,0.9059036292,0.8279925364,5.7657606193,0.9876266255,5.7657606193,-0.2012017006,-0.0124505620
NH4Cl,25.0000000000,53.4910000000,0.8194949495,0.2338011806,0.7661988194,0.9068088792,0.8295062611,5.7045908938,0.9879309993,5.7045908938,-0.1990670437,-0.0121424224
NH4Cl,25.0000000000,53.4910000000,0.8212424242,0.2318893415,0.7681106585,0.9077094176,0.8310145965,5.6438606049,0.9882406731,5.6438606049,-0.1969369339,-0.0118290146
NH4Cl,25.0000000000,53.4910000000,0.8229898990,0.2299812553,0.7700187447,0.9086055015,0.8325179416,5.5835502093,0.9885551504,5.5835502093,-0.1948113518,-0.0115108459
NH4Cl,25.0000000000,53.4910000000,0.8247373737,0.2280764548,0.7719235452,0.9094973770,0.8340166799,5.5236410543,0.9888739561,5.5236410543,-0.1926902782,-0.0111884013
NH4Cl,25.0000000000,53.4910000000,0.8264848485,0.2261744883,0.7738255117,0.9103852805,0.8355111805,5.4641153122,0.9891966353,5.4641153122,-0.1905736940,-0.0108621448
NH4Cl,25.0000000000,53.4910000000,0.8282323232,0.2242749183,0.7757250817,0.9112694388,0.8370017994,5.4049559202,0.9895227512,5.4049559202,-0.1884615803,-0.0105325216
NH4Cl,25.0000000000,53.4910000000,0.8299797980,0.2223773205,0.7776226795,0.9121500700,0.8384888805,5.3461465262,0.9898518839,5.3461465262,-0.1863539183,-0.0101999593
NH4Cl,25.0000000000,53.4910000000,0.8317272727,0.2204812824,0.7795187176,0.9130273844,0.8399727566,5.2876714383,0.9901836293,5.2876714383,-0.1842506891,-0.0098648689
NH4Cl,25.0000000000,53.4910000000,0.8334747475,0.2185864024,0.7814135976,0.9139015847,0.8414537503,5.2295155793,0.9905175979,5.2295155793,-0.1821518742,-0.0095276463
NH4Cl,25.0000000000,53.4910000000,0.8352222222,0.2166922891,0.7833077109,0.9147728669,0.8429321744,5.1716644441,0.9908534134,5.1716644441,-0.1800574551,-0.0091886735
NH4Cl,25.0000000000,53.4910000000,0.8369696970,0.2147985599,0.7852014401,0.9156414206,0.8444083331,5.1141040615,0.9911907120,5.1141040615,-0.1779674135,-0.0088483191
NH4Cl,25.0000000000,53.4910000000,0.8387171717,0.2129048406,0.7870951594,0.9165074292,0.8458825228,5.0568209579,0.9915291416,5.0568209579,-0.1758817310,-0.0085069401
NH4Cl,25.0000000000,53.4910000000,0.8404646465,0.2110107648,0.7889892352,0.9173710710,0.8473550321,4.9998021249,0.9918683605,4.9998021249,-0.1738003895,-0.0081648816
NH4Cl,25.0000000000,53.4910000000,0.8422121212,0.2091159726,0.7908840274,0.9182325188,0.8488261430,4.9430349881,0.9922080371,4.9430349881,-0.1717233710,-0.0078224789
NH4Cl,25.0000000000,53.4910000000,0.8439595960,0.2072201105,0.7927798895,0.9190919408,0.8502961311,4.8865073798,0.9925478490,4.8865073798,-0.1696506576,-0.0074800570
NH4Cl,25.0000000000,53.4910000000,0.8457070707,0.2053228304,0.7946771696,0.9199495010,0.8517652663,4.8302075123,0.9928874822,4.8302075123,-0.1675822315,-0.0071379323
NH4Cl,25.0000000000,53.4910000000,0.8474545455,0.2034237893,0.7965762107,0.9208053588,0.8532338132,4.7741239540,0.9932266307,4.7741239540,-0.1655180748,-0.0067964127
NH4Cl,25.0000000000,53.4910000000,0.8492020202,0.2015226489,0.7984773511,0.9216596703,0.8547020314,4.7182456068,0.9935649958,4.7182456068,-0.1634581702,-0.0064557981
NH4Cl,25.0000000000,53.4910000000,0.8509494949,0.1996190745,0.8003809255,0.9225125877,0.8561701763,4.6625616855,0.9939022855,4.6625616855,-0.1614025001,-0.0061163815
NH4Cl,25.0000000000,53.4910000000,0.8526969697,0.1977127350,0.8022872650,0.9233642600,0.8576384989,4.6070616982,0.9942382143,4.6070616982,-0.1593510470,-0.0057784488
NH4Cl,25.0000000000,53.4910000000,0.8544444444,0.1958033026,0.8041966974,0.9242148331,0.8591072470,4.5517354284,0.9945725024,4.5517354284,-0.1573037938,-0.0054422800
NH4Cl,25.0000000000,53.4910000000,0.8561919192,0.1938904519,0.8061095481,0.9250644501,0.8605766646,4.4965729185,0.9949048754,4.4965729185,-0.1552607233,-0.0051081490
NH4Cl,25.0000000000,53.4910000000,0.8579393939,0.1919738597,0.8080261403,0.9259132515,0.8620469928,4.4415644540,0.9952350639,4.4415644540,-0.1532218184,-0.0047763246
NH4Cl,25.0000000000,53.4910000000,0.8596868687,0.1900532048,0.8099467952,0.9267613752,0.8635184700,4.3867005490,0.9955628033,4.3867005490,-0.1511870622,-0.0044470703
NH4Cl,25.0000000000,53.4910000000,0.8614343434,0.1881281675,0.8118718325,0.9276089570,0.8649913322,4.3319719332,0.9958878330,4.3319719332,-0.1491564378,-0.0041206452
NH4Cl,25.0000000000,53.4910000000,0.8631818182,0.1861984293,0.8138015707,0.9284561303,0.8664658131,4.2773695388,0.9962098968,4.2773695388,-0.1471299285,-0.0037973039
NH4Cl,25.0000000000,53.4910000000,0.8649292929,0.1842636724,0.8157363276,0.9293030268,0.8679421443,4.2228844898,0.9965287417,4.2228844898,-0.1451075177,-0.0034772971
